ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"FAODOCREP:4e927c97-3c64-58ec-89c8-cd8f20595d17";"Understanding Access to Seeds and Plant Genetic Resources: What Can a Livelihoods Perspective Offer?";"This study uses a livelihoods perspective to facilitate understanding of the role played  by seeds and PGRs in rural people’s livelihoods and considers how a livelihood  perspective may strengthen understanding of issues of access. A sustainable  livelihoods perspective offers a way of thinking about the linkages among  vulnerability, poverty and environmental or natural resource management. It is  grounded and contextual, looking at how different people pursue a range and  combination of livelihood strategies given a particular vulnerability context,  combination of assets and set of opportunities and constraints presented by  institutional structures and processes.";"casalef
Deputy Directory-General Natural Resources 
Seshia, S.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2003-12";"en";"capacity building;land governance;rural development;right of access;land tenure";"";"Access to Land & Tenure Security";"MOZ;BFA;LAO;HND;KEN;UGA;MLI;ZWE;CHN;KGZ;GHA;IND;SLE;VNM";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/4e927c97-3c64-58ec-89c8-cd8f20595d17";"http://www.fao.org/3/a-ad687e.pdf";"http://www.fao.org/documents/contents/3deb8eea-54b2-5f15-b278-edaa2011de14_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"47"
"FAODOCREP:cf44d185-5d2b-41a1-9a91-233d67d5ab3d";"Gender, Youth and Education";"Meeting Name: Near East Forestry and Range Commission (NEFRC)
Meeting symbol/code: FO:NEFRC/2015/8
Session: Sess. 22";"Forestry Department
Myriam Aziz";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"en";"youth;sustainable land management;forest land;rangelands;capacity building";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism;Forest Tenure";"Land Use, Management & Investment";"DZA";"Reports & Research";"http://www.fao.org/documents/card/en/c/cf44d185-5d2b-41a1-9a91-233d67d5ab3d";"http://www.fao.org/3/a-mo988e.pdf";"http://www.fao.org/documents/contents/5273ebad-eb0a-4a1a-b079-f2943097cce2_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:4b9cdbfb-6e32-545d-a9c9-8d36b83a6e24";"Réforme Agraire: Colonisation et coopératives agricoles 2002/2";"The management of conflict over land and natural resources is a very broad issue and  there is a growing literature on techniques that have potential for use in this field. At the  moment, the Land Tenure Service of FAO’s Rural Development Division is working  towards achieving a deeper understanding of the current methods and practices in land  conflict management and is gathering cases from all over the world to ascertain the  techniques used and the results achieved.  This edition of Land Reform, Land Settlement and Cooperatives, prepared with the strong  support of Ms A. Herrera, of the Land Tenure Service, reflects some of the Organization’s  recent activities in this area. Ricardo Ramírez’ article provides a framework for considering  the question of land conflict. The full article can be found on the FAO SD Dimensions Web  site (available at www.fao.org/sd/2002/IN0301_en.htm). This article is backed up by  Sofia Monsalve’s article, which outlines the importance of the legal framework and of  rights in land. The remaining articles, a selection drawn from Africa (Mozambique,  Guinea-Bissau), Latin America (Mexico, Ecuador) and Asia (the Philippines), provide detailed  case studies of land and natural resource conflict and its management in the field.";"Ianiri
Economic and Social Development Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2002-12";"es;en;fr";"property rights;land governance;collective ownership;land tenure;land access;private ownership;common property;land reform;land ownership";"";"Land Policy & Legislation;Access to Land & Tenure Security";"142;CHE;GTM;GNB;002;BOL;019;GIN;CRI;NER;MOZ;PHL;ZAF;NIC;ITA;ECU;NOR;SDN;MEX;BRA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/4b9cdbfb-6e32-545d-a9c9-8d36b83a6e24";"http://www.fao.org/3/a-y3932t.pdf";"http://www.fao.org/documents/contents/ee9d11a7-2d06-51d7-96bd-5b24dcbc6780_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"109"
"FAODOCREP:ec3f681b-be8b-5399-b330-dd27cbdf8c59";"Biological management of soil ecosystems for sustainable agriculture";"This publication contains the proceedings of the Brazilian Agricultural Research Corporation (EMBRAPA)/FAO International Technical Workshop on Biological Management of Soil Ecosystems for Sustainable Agriculture, which was held at EMBRAPA-Soybean headquarters in Londrina, Brazil, from 24 to 25 June 2002. The report includes a review of current understanding and knowledge of the biological management of soil ecosystems through a set of case studies from different production systems and socio-economic conditions, in the areas of indicators and assessment of soil health, adaptive management and innovative technologies. A general discussion and review of lessons learned leading to the main recommendations and further steps for the implementation of an International Soil Biodiversity Initiative are also presented. The financial support was provided through the agricultural biodiversity component of the FAO-Netherlands Partnership Programme.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2003-12";"en";"land use;land management;land";"";"Land Use, Management & Investment";"EGY;USA;ZMB;ZWE;IDN;AUS;BFA;CUB;COL;KEN;PHL;UGA;ITA;TZA;ECU;NLD;IND;GBR;BTN;MEX;BRA";"Reports & Research";"http://www.fao.org/documents/card/en/c/ec3f681b-be8b-5399-b330-dd27cbdf8c59";"http://www.fao.org/3/a-y4810e.pdf";"http://www.fao.org/documents/contents/af49754c-5788-4b24-941c-935bcbf2a2a9_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"119"
"FAODOCREP:0b1ac79c-d59c-5ca1-bdfb-9946db289790";"Urban forestry: cities, trees and people";"Given the monumental challenges facing today's world - widespread poverty, urban blight, illiteracy, tropical deforestation and the threat of nuclear war, to name only a few - it may seem quite irrelevant to devote an issue of Unasylva to the rather tame-sounding subject of urban forestry. To millions of homeless or starving or unemployed people in the urban centres of the developing world, how important can urban forestry really be? In truth, urban forestry, as sometimes practiced, does tend to benefit the well-to-do at the expense of the underprivileged. But this does not necessarily have to be the case. In fact, urban forestry - like rural-oriented community forestry - offers an opportunity to bring the benefits of trees directly to the people. While these benefits may not be so familiar as - or may be quite different from - those in a rural setting, they nonetheless exist.";"Forestry Department
Office of Assistant Director-General (Forestry Department)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1987-12";"en";"urban forestry;nature reserves;urban areas;suburban agriculture";"Urban Tenure";"";"BGD;ESP;CHL;USA;ITA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/0b1ac79c-d59c-5ca1-bdfb-9946db289790";"http://www.fao.org/3/a-s1930e.htm";"http://www.fao.org/documents/contents/b7721ea5-28bf-5678-a7c5-adede457c9cc_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:7923c306-a8cf-4b02-8d7e-1f9270d30713";"Seguimiento de las decisiones adoptadas en la 37.ª reunión de la Comisión Forestal Europea";"Meeting Name: European Forestry Commission
Meeting symbol/code: FO:EFC/2015/11 - ECE/TIM/2015/11
Session: Sess.38 - Sess.73";"Forestry Department
Blanchandin";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"es";"sustainable land management;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"150;FRA;BOL;PRY;TUR;KGZ;CHL;CHN";"Reports & Research";"http://www.fao.org/documents/card/en/c/7923c306-a8cf-4b02-8d7e-1f9270d30713";"http://www.fao.org/3/a-mo376s.pdf";"http://www.fao.org/documents/contents/5844c3ef-3446-489e-bc91-a893d4bd8e7f_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"11"
"FAODOCREP:025cf533-9556-5e53-9d58-c0ee71cfe1fe";"Gestion durable des ressources naturelles. Kit pedagoqique - v. 2: Manuel de base.";"";"Climate, Energy and Tenure Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1994-12";"fr";"natural resources management";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/025cf533-9556-5e53-9d58-c0ee71cfe1fe";"http://www.fao.org/3/a-x5637f.htm";"http://www.fao.org/documents/contents/a93d8178-1c16-5e32-9936-176e129ead81_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:1c0b298f-61f8-4139-a892-de41081a391e";"Regional Initiatives for Africa";"FAO has focused and integrated its work in the Region through three Regional Initiatives. The Initiatives respond to the priorities of member-states and will achieve demonstrable impact in a time bound manner, whilst responding to FAO’s Strategic Objectives. In Africa, the Regional Initiatives were developed based on an in-depth cross-sectoral and interdisciplinary review of regional issues. They call for accelerated action by member countries in the fight against hunger (Africa’s Commitment to End Hunger by 2025); promote sustainable proven innovative practices and principles of production and post-production processes (Sustainable Production Intensification and Value Chain Development in Africa); and aim at strengthening resilience among vulnerable farming communities and pastoralists (Building Resilience in Africa’s Drylands).";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-03";"en";"land management;sustainable development";"Rangelands, Drylands & Pastoralism";"Land Use, Management & Investment";"AGO;BFA;RWA;ZMB;MLI;ZWE;002;GHA;COG;SEN;MWI;NER;ETH;MOZ;UGA;SOM;MDG;SSD;TCD;KEN";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/1c0b298f-61f8-4139-a892-de41081a391e";"http://www.fao.org/3/a-i5510e.pdf";"http://www.fao.org/documents/contents/2c3991e6-77b2-4904-b707-1b0d261cd988_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:fddc9069-1ca8-52aa-ab68-dd5993d59209";"Status and Trends in Forest Management Worldwide";"";"Forestry Department
Forest management Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2001-12";"en";"forestry;forest land;natural resources management";"Forest Tenure";"";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/fddc9069-1ca8-52aa-ab68-dd5993d59209";"http://www.fao.org/3/a-y2701e.htm";"http://www.fao.org/documents/contents/8189deeb-c46b-5e6e-8ec7-f9f6697d9c53_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:1b8841a0-caa9-46d1-aa55-ee310e209103";"文件清单";"Meeting Name: Intergovernmental Technical Working Group on Forest Genetic Resources (of the CGRFA) - ITWG-FGR
Meeting symbol/code: CGRFA/WG-FGR-3/14/Inf.2";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-07";"zh";"forestry;natural resources management";"Forest Tenure";"";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/1b8841a0-caa9-46d1-aa55-ee310e209103";"http://www.fao.org/3/a-mk796c.pdf";"http://www.fao.org/documents/contents/cc5f2a04-1303-4d9f-919f-0226e5db4bf0_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
