ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:US201400184201";"Full polarimetric PALSAR-based land cover monitoring in Cambodia for implementation of REDD policies";"";"Forest cover monitoring plays an important role in the implementation of climate change mitigation policies such as Kyoto protocol and Reducing Emissions from Deforestation and Forest Degradation (REDD). In this study, we have monitored land cover using the PALSAR (Phased Array type L-band Synthetic Aperture Radar) full polarimetric data based on incoherent target decomposition. Supervised classification technique has been applied on Cloude–Pottier decomposition, Freeman–Durden three component, and Yamaguchi four component decomposition for accurate mapping of different types of land cover classes. Based on confusion matrix derived from the predicted and defined pixels, the evergreen and sparsely deciduous forests have shown high producer's accuracy by Freeman–Durden three component and Yamaguchi four component classifications. The overall accuracy of Maximum Likelihood Classification by Yamaguchi four component is 94.1% with 0.93 kappa coefficient as compared to the 90.3% with 0.88 kappa coefficient by Freeman–Durden three component and 89.7% with 0.88 kappa coefficient by Cloude–Pottier decomposition. High accuracy of classification in a forested area using full polarimetric PALSAR data may have been because of high penetration of L-band SAR. The content of this study could be useful for the forest cover mapping during cloudy days needed for proper implementation of REDD policies in Cambodia.";"Avtar, Ram
Takeuchi, Wataru
Sawada, Haruo";"";"Taylor & Francis Group";"AGRIS";"2013-12-31";"en";"land cover;climate change;deforestation";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"KHM";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400184201";"http://dx.doi.org/10.1080/17538947.2011.620639";"";"";"";"255-275"
"AGRIS:DJ2012091564";"Developing an ecologically and economically more stable semi-domestic reindeer management - a Finnish point of view";"";"In arctic and sub-arctic regions semi-domestic reindeer management forms an important livelihood which should be able to provide enough income for herders. Reindeer management has natural limits of growth. Consequently it should be managed to optimise both the use of reindeer pastures and herder income. Reindeer pastures should be grazed at the economic carrying capabity level. This gives the maximum sustained harvest from reindeer stock and also the maximum sustained foraging from pastures. How is this to be accomplished? First, reliable knowledge about reindeer pastures in time and place is necessary: to estimate the quantity and quality of specific reindeer pastures within each management district, as well as the productive capacity and the changes in condition and productivity of those pastures. Secondly, data is needed on the accurate productivity of reindeer stock and the production costs for each management district. Thirdly, study the relationships between pasture resources and productivity of reindeer stock together with the effects of long-term reindeer densities on pasture condition and productivity. Finally, knowledge is needed about the effects of herd structure on reindeer stock productivity as well as the factors which restrict the use of reindeer pastures. Models based on adequate data could provide a useful tool for optimising the use of reindeer pastures and herder income. First the economic carrying capacity of reindeer pastures should be studied. Subsequently the economy of reindeer husbandry could be modelled with respect to reindeer stock density. Also the economy of reindeer husbandry based on different levels of feeding, and the effects of this husbandry practice on pastures, should be modelled. Models should be accurate and flexible enough to use when looking for solutions to practical questions and challenges in reindeer management.";"Jouko Kumpula";"";"";"AGRIS";"1999-04-05";"";"";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=DJ2012091564";"http://www.ub.uit.no/baser/septentrio/index.php/rangifer/article/view/1604";"";"";"";"111-120"
"AGRIS:US2012207936";"AN IMPROVED ECONOMIC LAND CLASSIFICATION SYSTEM FOR SPATIAL LINEAR PROGRAMMING MODELS";"";"";"Williams, Ronald J.
Ray, Daryll E.";"";"";"AGRIS";"1976-12-31";"en";"land economics";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US2012207936";"http://purl.umn.edu/29756";"";"";"";""
"AGRIS:US201500195299";"Effects of land cover, topography, and built structure on seasonal water quality at multiple spatial scales";"";"The relationship among land cover, topography, built structure and stream water quality in the Portland Metro region of Oregon and Clark County, Washington areas, USA, is analyzed using ordinary least squares (OLS) and geographically weighted (GWR) multiple regression models. Two scales of analysis, a sectional watershed and a buffer, offered a local and a global investigation of the sources of stream pollutants. Model accuracy, measured by R² values, fluctuated according to the scale, season, and regression method used. While most wet season water quality parameters are associated with urban land covers, most dry season water quality parameters are related topographic features such as elevation and slope. GWR models, which take into consideration local relations of spatial autocorrelation, had stronger results than OLS regression models. In the multiple regression models, sectioned watershed results were consistently better than the sectioned buffer results, except for dry season pH and stream temperature parameters. This suggests that while riparian land cover does have an effect on water quality, a wider contributing area needs to be included in order to account for distant sources of pollutants.";"Pratt, Bethany
Chang, Heejun";"";"Elsevier";"AGRIS";"2012-12-31";"en";"land cover";"";"Land Use, Management & Investment";"USA";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500195299";"http://dx.doi.org/10.1016/j.jhazmat.2011.12.068";"";"";"";"48-58"
"AGRIS:US201300864673";"Perceptions of biodiversity, environmental services, and conservation of planted mangroves: a case study on Nijhum Dwip Island, Bangladesh";"";"Restoration of mangroves is often considered a way to minimize losses incurred from their decline and to provide additional services to coastal communities. However, the success of restoration programs is often focused on biological or ecological criteria. The situation is no exception in Bangladesh, which houses the world's largest mangrove plantations. This study has been undertaken in a south-central estuarine island (Nijhum Dwip) of the Bangladesh coast and aims to understand societal perception on the achievements of a plantation program. Through 110 household interviews and seven group discussions, an assessment was conducted of peoples' perception about major flora and fauna of the mangrove ecosystem, benefits derived from the forest, present condition of the forest, causes of degradation, and ways to improve the situation. Around one-fourth of the respondents mentioned that they were highly dependent on the ecosystem. The most important perceived benefits were: provision of raw materials, prevention against natural disasters, climate regulation and soil retention. However, the majority (>80%) of the respondents perceived the ecosystem to be degrading. Encroachment and illicit felling were identified as the main causes of such degradation. In order to arrest the continued degradation allowed by conventional forest management flaws, adaptive co-management has been recommended to conserve this ecosystem in a more equitable way.";"Iftekhar, M. S.
Takama, T.";"";"Springer";"AGRIS";"2008-12-31";"en";"encroachment";"";"";"BGD";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300864673";"http://dx.doi.org/10.1007/s11273-007-9060-8";"";"";"";"119-137"
"AGRIS:US201600091230";"Patterns of coexistence between two mesocarnivores in northern Patagonia in the presence of invasive hares and anthropogenic disturbance";"";"We analysed coexistence patterns between two mesocarnivores, Geoffroy's cat (Leopardus geoffroyi: Felidae) and culpeo fox (Pseudalopex culpaeus: Canidae), in northern Patagonia, Argentina. We examined spatial distribution influenced by land cover, anthropogenic disturbance and invasive hare presence, and analysed temporal activity patterns and dietary composition. If competitive exclusion accounts for carnivore coexistence in this system, we predicted segregation would occur in one or more of these aspects as a mechanism for coexistence. We performed camera trapping in Nahuel Huapi National Park, from February to May 2012 and January to April 2013. Using camera detections, we analysed spatial patterns with co‐occupancy modelling and temporal patterns by fitting kernel density estimates and measuring overlap. We performed a dietary meta‐analysis using available literature and performed a discriminant function analysis of diet categories between species. We observed high spatial and temporal overlap between Geoffroy's cats and culpeo foxes. We found no evidence of segregation in relation to land cover occupancy, anthropogenic disturbance, invasive hare occurrence or activity patterns. Though both species consumed predominantly small and medium mammals, Geoffroy's cats consumed more birds, reptiles and amphibians, and culpeo foxes consumed more large mammals, carrion and plant material; coexistence between these two carnivores in this Patagonian protected area appears to be facilitated by diet segregation.";"Gantchoff, M. G.
Belant, J. L.";"";"Wiley-Blackwell";"AGRIS";"2016-12-31";"en";"land cover";"";"Land Use, Management & Investment";"ARG";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600091230";"http://dx.doi.org/10.1111/aec.12303";"";"";"";"97-105"
"AGRIS:US201400051754";"Agroforestry systems in the highlands of the Tehuacán Valley, Mexico: indigenous cultures and biodiversity conservation";"";"In this study we analysed: (1) the biodiversity conservation capacity of Agroforestry Systems (AFS) in temperate highlands of the Tehuacán–Cuicatlán Valley, Central Mexico, (2) human cultural motives and actions for conserving such diversity and (3) problems endangering that capacity. We evaluated the richness and diversity of perennial plant species maintained in AFS through vegetation sampling of 14 agricultural plots and compared their composition with that of natural forests (14 plots of 500� m² each). We examined the situations among communities of Náhuatl, Ixcatec and Cuicatec people, documenting through interviews the management practices of plant species and the whole system, reasons why people maintain vegetation cover within AFS, and factors influencing changes in decisions favouring agriculture intensification. In the AFS studied we recorded a total of 79 species of trees and shrubs, 86� % of them being native species and representing 43� % of all species of trees and shrubs recorded in the sampling of the natural forests the AFS derive from. People leave standing on average a total of 40 individual trees and shrubs per agricultural plot. Reasons for leave plant species standing were more frequently associated with their use as fruit trees, firewood, shade, beauty, respect to nature and other environmental benefits. Water availability for irrigation, land tenure, and dependence on agriculture and forest for peasant's subsistence were main decision factors influencing AFS variation in their composition. AFS in temperate zones are important reservoirs of biodiversity and biocultural heritage and should be keystones for conservation policies in the Tehuacán–Cuicatlán Valley.";"Vallejo, Mariana
Casas, Alejandro
Blancas, José
Moreno-Calles, Ana I.
Solís, Leonor
Rangel-Landa, Selene
Dávila, Patricia
Téllez, Oswaldo";"";"Springer";"AGRIS";"2014-12-31";"en";"land tenure";"";"Land Policy & Legislation;Access to Land & Tenure Security";"MEX";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400051754";"http://dx.doi.org/10.1007/s10457-013-9660-7";"";"";"";"125-140"
"AGRIS:US2016210435";"Quantitative Analysis of Dynamic Change of Cultivated Land Pressure in Arid and Semi-arid Areas Based on Food Security - A Case of Jiuquan City, Gansu Province, China";"";"Taking the Jiuquan City, Guansu Provice, China as an example, according to the 1997-2007 Gansu Statistical Yearbook, Jiuquan Statistical Yearbook, the Second National Land Investigation in Jiuquan City and other relevant statistical data, models of minimum cultivated area per capita and pressure index of cultivated land are used based on food security. Cultivated land area, population, grain output, sowing area and other factors in years 1997-2007, which affect the cultivated land pressure in arid and semi-arid areas, are analyzed and estimated, as well as the temporal variations of minimum cultivated area per capita and pressure index of cultivated land. Pressure index of cultivated land in Jiuquan City is calculated and the pressure situation of cultivated land at present is analyzed. Based on the construction of demand function of cultivated land, demand of cultivated land, that is, the protected area of basic farmland and cultivated land, is finally obtained so as to achieve the goal of food security in Jiuquan City at the stage of comprehensive construction of a well-off society in the year 2020. Considering the food security of China, we use PSR Model and find out that it is necessary to strengthen government’s macro-control functions, to protect the fragile ecological environment, to improve the land intensive and economical use during the process of urbanization, and to reduce the pressure of cultivated land in arid and semi-arid region, and to provide theoretical basis for the policy making of cultivated land protection in this region.";"Fu, Shi-bo
Wang, Hai-hong
Ma, Qiong";"";"";"AGRIS";"2009-09-20";"en";"food security";"Land & Food Security";"";"CHN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US2016210435";"http://purl.umn.edu/56410";"";"";"";""
"AGRIS:US2012204483";"Land Conversion of Suburban Housing: A Study of Urbanization around Warsaw and Olsztyn, Poland";"";"In the 1990's, urban demand for housing land around city-agglomerations increased rapidly. Additionally, the decreasing profitability of agricultural production caused farmers, who are able to freely decide on land turnover, to be interested in land sale for non-agricultural purposes. At the same time, Polish counties received the status of self-governments, which then imposed their will upon local economic development. In this way, counties became responsible for land management as well, and started supporting the process of land conversion, perceived as a factor of the above development. Such implications have created the following situation: decentralisation and the extension of private control over land has led to the loss of rural landscapes in Poland, because farmers, county self-governments and rural society in general gain from the conversion of agricultural to housing land. Therefore, field research has been exercised at the county level. For the investigation, two counties, located in regions differentiated by economic growth, were selected. The data were collected through the collection of archival records, documentation review and semi-structured interviews.";"Wasilewski, Adam
Krukowski, Kryztof";"";"";"AGRIS";"2002-12-31";"en";"land economics";"";"";"POL";"Policy Papers & Briefs";"http://agris.fao.org/agris-search/search.do?recordID=US2012204483";"http://purl.umn.edu/18892";"";"";"";""
"AGRIS:US2012208302";"THE OPTIMAL QUANTITY OF LAND IN AGRICULTURE: DISCUSSION";"";"";"Altobello, Marilyn A.";"";"";"AGRIS";"1989-10-31";"en";"land economics";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US2012208302";"http://purl.umn.edu/28857";"";"";"";""
"AGRIS:US201500016195";"Using Canonical Correlation Analysis to Identify Environmental Attitude Groups: Considerations for National Forest Planning in the Southwestern U.S";"";"As public land management agencies pursue region-specific resource management plans, with meaningful consideration of public attitudes and values, there is a need to characterize the complex mix of environmental attitudes in a diverse population. The contribution of this investigation is to make use of a unique household, mail/internet survey data set collected in 2007 in the Southwestern United States (Region 3 of the U.S. Forest Service). With over 5,800 survey responses to a set of 25 Public Land Value statements, canonical correlation analysis is able to identify 7 statistically distinct environmental attitudinal groups. We also examine the effect of expected changes in regional demographics on overall environmental attitudes, which may help guide in the development of socially acceptable long-term forest management policies. Results show significant support for conservationist management policies and passive environmental values, as well as a greater role for stakeholder groups in generating consensus for current and future forest management policies.";"Prera, Alejandro J.
Grimsrud, Kristine M.
Thacher, Jennifer A.
McCollum, Dan W.
Berrens, Robert P.";"";"Springer";"AGRIS";"2014-12-31";"en";"land management";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500016195";"http://dx.doi.org/10.1007/s00267-014-0349-0";"";"";"";"756-767"
"AGRIS:US2012204486";"Provision of Environmental Goods on Potentially Abandoned Land- The White Carpathians Protected Landscape Area";"";"At the beginning of the transition, the economic decline of agriculture partially relaxed the pressure on the wildlife. However, the policy continued to concentrate on regulating the intensity of production rather then creating incentives to produce environmental qualities. The structural adjustment process in agriculture caused the low return (poor) land to be released from production, especially, in protection zones with severe environmental restrictions. Land abandonment resulted in a rapid degradation of wildlife and landscape in places where these natural values were legally protected. 

The article examines the organisation of the provision of landscape and wildlife in the White Carpathians protected landscape area after 1997, when the new agricultural legislation and policy recognised compensations for restrictions and has gradually introduced incentives to cultivate potentially abandoned land. It was found that there was more than one governance structure, and that these were not necessary supporting each other. Our investigation concluded that solving the conservation problem is not separable from the rural development problem of the region, and therefore, that there is a need for participation of local community in terms of contributing producers but mainly consumers of high natural values.";"Krumalova, Veronika
Ratinger, Tomas";"";"";"AGRIS";"2002-12-31";"en";"land economics";"";"";"";"Policy Papers & Briefs";"http://agris.fao.org/agris-search/search.do?recordID=US2012204486";"http://purl.umn.edu/18885";"";"";"";""
"AGRIS:US2012204485";"Institutional Options for the Protection of Open Space: Evidence from Poland";"";"This paper seeks to contribute to the development of institutional options for the management of public goods in Central and Eastern Europe. It assesses the potential of different governance structures, including administrative hierarchies, market approaches, and efforts at local non-market co-ordination. The paper examines the management of public goods in Central and Eastern Europe through a study of open space management and urban sprawl in a semi-urban county near Warsaw, Poland. The protection of open space poses significant challenges to semi-urban land management, as its benefits cannot be captured by individual entities and accrue as much to urban residents as to local people. The concrete institutional options investigated comprehend the use of land registers for monitoring land conversion, establishment of land trusts in part financed by a development gains tax, and technical and organisational support for local environmental organisations. The evaluation of options builds on an analysis of causes underlying rapid land conversion in the past decade. The causal analysis demonstrates that privatization and decentralisation have evoked the radical changes in land use. The demand for housing land motivated farmers to sell semi-urban land, as the state could not enforce its legal oversight over land use. Land conversion was driven by local alliances of farmers eager to ""cash in"" on their newly acquired rights of alienation, a broader rural society primarily interested in economic development, and local authorities lured by increasing tax revenues.";"Wasilewski, Adam
Sikor, Thomas";"";"";"AGRIS";"2003-12-31";"en";"land economics";"";"";"151;POL";"Policy Papers & Briefs";"http://agris.fao.org/agris-search/search.do?recordID=US2012204485";"http://purl.umn.edu/18887";"";"";"";""
