ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:US201600190617";"Benefits of wildlife-based land uses on private lands in Namibia and limitations affecting their development";"";"Legislative changes during the 1960sâ1970s granted user rights over wildlife to landowners in southern Africa, resulting in a shift from livestock farming to wildlife-based land uses. Few comprehensive assessments of such land uses on private land in southern Africa have been conducted and the associated benefits are not always acknowledged by politicians. Nonetheless, wildlife-based land uses are growing in prevalence on private land. In Namibia wildlife-based land use occurs over c. 287,000 kmÂ². Employment is positively related to income from ecotourism and negatively related to income from livestock. While 87% of meat from livestock is exported â¥Â 95% of venison from wildlife-based land uses remains within the country, contributing to food security. Wildlife populations are increasing with expansion of wildlife-based land uses, and private farms contain 21â33 times more wildlife than in protected areas. Because of the popularity of wildlife-based land uses among younger farmers, increasing tourist arrivals and projected impacts of climate change on livestock production, the economic output of wildlife-based land uses will probably soon exceed that of livestock. However, existing policies favour livestock production and are prejudiced against wildlife-based land uses by prohibiting reintroductions of buffalo Syncerus caffer, a key species for tourism and safari hunting, and through subsidies that artificially inflate the profitability of livestock production. Returns from wildlife-based land uses are also limited by the failure to reintroduce other charismatic species, failure to develop fully-integrated conservancies and to integrate black farmers sufficiently.";"Lindsey, P. A.
C. P. Havemann
R. M. Lines
A. E. Price
T. A. Retief
T. Rhebergen
C. Van der Waal
S. S. RomaÃ±ach";"";"Cambridge University Press";"AGRIS";"2013-12-31";"en";"food security;farmers;climate change;land use;farming systems;landowners";"Land, Climate change & Environment;Land & Food Security";"Land Use, Management & Investment";"002;NAM";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600190617";"http://dx.doi.org/10.1017/S0030605311001049";"";"";"";"41-53"
"AGRIS:US201600003819";"Is Proactive Adaptation to Climate Change Necessary in Grazed Rangelands?";"";"In this article we test the notion that adaptation to climate change in grazed rangelands requires little more effort than current approaches to risk management because the inherent climate variability that characterizes rangelands provides a management environment that is preadapted to climate change. We also examine the alternative hypothesis that rangeland ecosystems and the people they support are highly vulnerable to climate change. Past climate is likely to become an increasingly poor predictor of the future, so there is a risk in relying on adaptation approaches developed solely in response to existing variability. We find incremental, autonomous adaptation will be sufficient to deal with most of the challenges provided by the gradual expression of climate change in the next decade or two. However, projections of greater climate change in the future means that the responses required are qualitatively as well as quantitatively different and are beyond the existing suite of adaptation strategies and coping range. The proactive adaptation responses required go well beyond incremental on-farm or local actions. New policies will be needed to deal with transformational changes associated with land tenure issues and challenges of some displacement and migration of people in vulnerable parts of rangelands. Even where appropriate adaptation actions can be framed, issues of when to act and how much to act in a proactive way remain a challenge for research, management, and policy. Whether incremental or transformational involving system changes, a diversity of adaptation options will be required in different rangeland regions to enhance social and ecological resilience.";"Ash, Andrew
Thornton, Philip
Stokes, Chris
Togtohyn, Chuluun";"";"Society for Range Management";"AGRIS";"2012-12-31";"en";"climate change;rangelands;land tenure";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600003819";"http://dx.doi.org/10.2111%2FREM-D-11-00191.1";"";"";"";"563-568"
"AGRIS:US201300126065";"struggle for justice in the AmazonWalking the forest with Chico Mendes";"Caminhando na floresta. English";"";"Rodrigues, Gomercindo.
Rabben, Linda
1947-
Mendes, Chico
d. 1988";"";"University of Texas Press";"AGRIS";"2007-12-31";"en";"deforestation";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300126065";"http://www.loc.gov/catdir/toc/ecip0710/2007005148.html";"";"";"";""
"AGRIS:US2016205864";"The possibilities of rural development and the potential role of hunting tourism in rural development";"";"Rural development is of great significance for the future of both the EU and Hungary.We must reduce migration, create new jobs and focus on sustainability and the principles and goals of environmental protection and nature conservation. For this reason, it is necessary to apply for EU project funding.EU priorities regarding rural development serve the creation of a ‘liveable countryside’.Rural development is connected to tourism that can help compensate for decreasingincome from agriculture.Services related to hunting could achieve a significant role in the development of tourism as they can be harmonised with rural development and with rural and ecotourism.Hunting tourism and game management can be connected to several rural development goals, so it would be important to include them in applications for rural development project funding. Game management and hunting tourism could play a significant role in rural development as they are almost totally independent from geographicaland other characteristics.Hunting tourism is only partly related to the present structure of tourism since the organisational tasks are carried out by hunting organisation agencies. Although the professional and organisational framework of hunting tourism is laid down, its marketing activities and quality standards should be improved.Hungarian hunting tourism plays a leading role in Europe. It is of special interest to all of us to protect and improve its position.";"Marselek, Sandor
Fabian, Gyula";"";"";"AGRIS";"2008-12-31";"en";"rural development";"";"";"150;HUN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US2016205864";"http://purl.umn.edu/48094";"";"";"";""
"AGRIS:US2016205860";"Revenue-Recycling and the Efficiency and Spatial Distributional Impacts of Development Taxes";"";"Recent studies that compare the efficiency and distributional impacts of alternative instruments to curb sprawl typically ignore what to do with the revenues from anti-sprawl policies, such as development taxes. This paper extends first-best analysis of development taxes aimed atpreserving land at the urban fringe to account for interactions with other distortions within the urban system. By incorporating urban decline at the city core, which in turn, generates negativeneighborhood spillover effects and extra pressure for development at the urban fringe, we provide a more complete framework to evaluate the efficiency and distributional impacts of developmenttaxes. We consider three potential alternative schemes to recycle the revenues: lump sum recycling, earmarked revenues to purchase conservation easements that permanently save open space and earmarked revenues to subsidize a revitalization program at the city core. In thissetting, when revenues from the development tax are earmarked to fund a conservation easement there is an additional welfare gain (relative to the lump sum case) because the threat of future conversation of open space is fully eliminated. Similarly, when revenues are earmarked to fund arevitalization program at the city core, there are additional sources of welfare that make this policy preferred relative to the lump-sum recycling scheme. Finally, we also explore the spatial distributional impacts of these three alternative recycling schemes.";"Bento, Antonio M.
Franco, Sofia F.
Kaffine, Daniel T.";"";"";"AGRIS";"2008-02-12";"en";"";"";"";"";"Policy Papers & Briefs";"http://agris.fao.org/agris-search/search.do?recordID=US2016205860";"http://purl.umn.edu/51104";"";"";"";""
"AGRIS:US201500058312";"effects of land tenure and land use on the urban forest structure and composition of Melbourne";"";"The urban forest provides valuable ecosystem services for enhancing human well-being. Its structure and composition determine the quantity and quality of these services. There has been little research on the heterogeneity in structure and composition of urban forests in the Australasian region, especially in the centre of a highly dynamic and rapidly urbanizing city. This paper quantifies the structure and the composition of the urban forest of Melbourne, Australia's city centre. The effects of land tenure and land use on the heterogeneity of canopy cover, tree density and canopy size were explored. Species and family composition by land use, land ownership and street type were also analysed using the Shannon–Wiener and Jaccard similarity indices. Most of the canopy cover in the city centre is located on public land and is unevenly distributed across the municipality. The mean canopy cover (12.3%) is similar to that found for whole city studies around the world, which often include peri-urban forests. Similarly to other cities, structure varied across different land uses, and tree size, density and cover varied with land tenure and street type. The diversity index shows that the urban forest is rich in species (H′=2.9) and is dominated by native species. Improving the distribution, and increasing tree cover and variety of species will result in a more resilient urban centre, able to provide multiple ecosystem services to their residents and its large population of visitors and workers. The study of the urban centre provides further understanding of compact city morphologies, and allows inter-city comparison independent of the size.";"Dobbs, Cynnamon
Kendal, Dave
Nitschke, Craig";"";"Elsevier";"AGRIS";"2013-12-31";"en";"land use;land ownership;land tenure";"";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"AUS";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500058312";"http://dx.doi.org/10.1016/j.ufug.2013.06.006";"";"";"";"417-425"
"AGRIS:US201500058314";"Developing a complementary framework for urban ecology";"";"Cities are characterized by dynamic interactions between socio-economic and biophysical forces. Currently more than half of the global population reside in cities which influence the global biogeochemical cycles and climate change, substantially exacerbating pressures on urban pollution, water quality and food security, as well as operating costs for infrastructure development. Goods and services such as aesthetic values, water purification, nutrient recycling, and biological diversity, that urban ecosystems generate for the society, are critical to sustain. Urban planners are increasingly facing the considerable challenges of management issues for urban ecosystems. Poor understanding of the complementary roles of urban ecology in urban infrastructure, and the functioning of ecosystems and ecological resilience of a complex human-dominated landscape has impeded effective urban planning over time, resulting in social disharmony. Here a complementary framework for urban ecology is proposed, in which ecosystems interact with land use, architecture and urban design – “E-LAUD” – affecting ecosystem and human health, and building on the concept that land uses in urban green areas, road-strips, wetlands, ‘habitat islands’ and urban architecture could synergistically benefit when clustered together in different combinations of urban landscapes. It is proposed that incorporation of the E-LAUD framework in urban planning forms the context of a new interdisciplinary research programme on ecological resilience for urban ecosystems and helps promote ecosystem services.";"Kattel, Giri R.
Elkadi, Hisham
Meikle, Helen";"";"Elsevier";"AGRIS";"2013-12-31";"en";"urban planning;land use;food security;climate change";"Urban Tenure;Land, Climate change & Environment;Land & Food Security";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500058314";"http://dx.doi.org/10.1016/j.ufug.2013.07.005";"";"";"";"498-508"
"AGRIS:US201300917455";"Regional carbon stocks and dynamics in native woody shrub communities of Senegal's Peanut Basin";"";"Estimating regional carbon (C) stocks and understanding their dynamics is crucial, both from the perspective of sustainable landscape management and global change feedback. This study combines remote sensing techniques and a coupled GIS-CENTURY model to estimate regional biomass C stocks and SOC dynamics for Guiera senegalensis shrub communities in Senegal's Peanut Basin. A statistical model relating field-measured shrub aboveground biomass C at training plots to satellite image-derived shrub abundances was developed and used to estimate regional biomass C across a major part of the Basin. Regional SOC dynamics were modeled by coupling the CENTURY model and GIS databases. Significant correlation (r =0.73; p =0.05) was observed between aboveground biomass C and satellite image-derived shrub abundance at the training plots. Aboveground biomass C stocks ranged from 0.01 to 0.45Mgha⁻¹ with an approximate total of 247,000MgC for the 3060km² study area. CENTURY model predictions indicate that C sequestration in these systems is contingent on long-term effectiveness of non-thermal management of shrub residue and that the actual rates depend strongly on soil type and scenarios of future land management. Compared with the traditional “pruning-burned” management practice, returning prunings for 50 years would increase soil C sequestration by 200-350% without fertilization, and increase soil C sequestration by 270-483% under a low (35kgha⁻¹ Nyr⁻¹; 20kgha⁻¹ Pyr⁻¹) fertilization regime, depending on soil type and climate conditions. These results indicate that altered land management could contribute to transforming these degraded semiarid agroecosystems from a source to a sink for atmospheric CO₂.";"Lufafa, A.
Bolte, J.
Wright, D.
Khouma, M.
Diedhiou, I.
Dick, R.P.
Kizito, F.
Dossa, E.
Noller, J.S.";"";"Elsevier";"AGRIS";"2008-12-31";"en";"land use;land management";"";"Land Use, Management & Investment";"SEN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300917455";"http://dx.doi.org/10.1016/j.agee.2008.04.013";"";"";"";"1-11"
"AGRIS:US201600199731";"Fire emissions estimates in Siberia: evaluation of uncertainties in area burned, land cover, and fuel consumption";"";"Boreal forests constitute the world's largest terrestrial carbon pools. The main natural disturbance in these forests is wildfire, which modifies the carbon budget and atmosphere, directly and indirectly. Wildfire emissions in Russia contribute substantially to the global carbon cycle and have potentially important feedbacks to changing climate. Published estimates of carbon emissions from fires in Russian boreal forests vary greatly depending on the methods and data sets used. We examined various fire and vegetation products used to estimate wildfire emissions for Siberia. Large (up to fivefold) differences in annual and monthly area burned estimates for Siberia were found among four satellite-based fire data sets. Official Russian data were typically less than 10% of satellite estimates. Differences in the estimated proportion of annual burned area within each ecosystem were as much as 40% among five land-cover products. As a result, fuel consumption estimates would be expected to vary widely (3%â98%) depending on the specific vegetation mapping product used and as a function of weather conditions. Verification and validation of burned area and land-cover data sets along with the development of fuel maps and combustion models are essential for accurate Siberian wildfire emission estimates, which are central to balancing the carbon budget and assessing feedbacks to climate change.";"Kukavskaya, Elena A.
Amber J. Soja
Alexander P. Petkov
Evgeni I. Ponomarev
Galina A. Ivanova
Susan G. Conard";"";"NRC Research Press";"AGRIS";"2012-12-31";"en";"land cover;climate change";"Land, Climate change & Environment";"Land Use, Management & Investment";"RUS";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600199731";"http://dx.doi.org/10.1139/cjfr-2012-0367";"";"";"";"493-506"
"AGRIS:US201300913155";"Plant responses to agricultural intensification";"";"1. A large proportion of the world's land surface is extensively managed for livestock production. In areas where livestock systems are becoming more intensive, a major challenge is to predict those plant species likely to decline, persist or increase as a result of agricultural intensification. 2. Most analyses develop inferences for frequent or abundant species, or rely on intensive studies of single species. A promising approach is to identify plant traits related to disturbance to enable inference to be made about changes in plant community composition. We used a Bayesian hierarchical model to analyse the response to agricultural intensification of 494 plant species of pastures and woodlands in southern Australia, and to identify how simple species' traits (life form, growth form and species origin) influence those responses. 3. The probability of occurrence of most species declined along the two intensification gradients, grazing intensity and soil phosphorous concentration, although the occurrence of a greater proportion of species was negatively correlated with soil phosphorous. Responses could be broadly predicted from both plant origin and plant traits, in particular growth form. 4. Native perennial geophytes, ferns and shrubs were most negatively affected by both gradients, while exotic annual grasses and forbs were more tolerant. Along the phosphorous gradient, 24 of the 30 most negatively affected plant species were native geophytes. Mean within-group responses masked considerable within- and between-species variation, particularly for the exotic species group which included species that responded both negatively and positively to intensification. 5. Synthesis and applications. The hierarchical model described here provides a powerful method for estimating individual plant responses and identifying how species' traits influence those responses. Plant species native to southern Australia are sensitive to grazing and phosphorous apparently due to a shared evolutionary history of low grazing intensity and low phosphorous soils. Invading exotic plants have faced strongly contrasting ecological filters, leading to a greater diversity of responses. Where grazing systems have been most intense, a small suite of exotics dominate. Maintaining native and functional plant diversity will necessitate limits being placed on intensive livestock management systems.";"Dorrough, Josh
Scroggie, Michael P.";"";"Wiley-Blackwell";"AGRIS";"2008-12-31";"en";"land management";"";"Land Use, Management & Investment";"AUS";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300913155";"http://dx.doi.org/10.1111/j.1365-2664.2008.01501.x";"";"";"";"1274-1283"
"AGRIS:US2016207247";"Rural Household Labour Demand, Contract Choice, Hoarding Cost and Poverty: Evidence from Western Kenya";"";"This study determines the factors that influenced contract choice, labour demand and examines the existence of labour hoarding practice in Western region of Kenya. Data from Egerton University’s Tegemeo Institute of Agricultural Policy and Development was used for the analysis.. A two step Heckman model was employed to estimate the extent of engagement in daily and semi-permanent contracts conditional on choice of contract. Results from the study show that casual and semi-permanent contracts are substitutes.  Family labour negatively influences engagement in daily and semi-permanent contracts hence it is a substitute to the two forms of the contracts. Increase in wages paid to casual contracts is negative and significant to the extent of daily contract engagement but positive and significant to semi-permanent contracts supporting the substitutability of daily contracts for semi-permanent contracts. Methods and costs of farm preparation are significant in influencing the choice and demand for any type of contracts. The proxy variable for hoarding costs is significant and positive indicating that there are hoarding costs incurred in the maintaining a steady pool of labour within the farm. From the results the relatively asset poor farmers engage in the wage high daily contracts to avoid incurring hoarding costs as indicated by the dummy denoting poverty level. However, to avoid uncertainty during peak periods semi-permanent contracts are highly employed by the asset poor farmers. From the results, farmers willing to minimize hoarding costs may find themselves substituting family labour for daily contracts or in absence of family labour, semi-permanent contracts for daily contracts.";"Gathungu, E.
Musyoka, M.P.";"";"";"AGRIS";"2008-11-31";"en";"";"";"";"KEN";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=US2016207247";"http://purl.umn.edu/52159";"";"";"";""
"AGRIS:US2016207240";"Determinantes de desmatamento em pólos de produção agropecuária no estado do Acre, Amazônia Brasileira";"";"O desenvolvimento da agricultura e da pecuária na Amazônia tem resultado na expansão dos desmatamentos, o que contribui para emissão de gases de efeito estufa na atmosfera e redução da biodiversidade. A evolução dos desmatamentos realizada pelos produtores rurais é condicionada por características das famílais produtoras e pelo ambiente socioeconômico. O objetivo desse estudo foi identificar os condicionantes de desmatamentos nos principais pólos de produção agropecuária familiar no estado do Acre. Foi utilizado o modelo econométrico logit multinomial para essa avaliação. Os resultados obtidos demonstram que maior disponibilidade de mão-de-obra familiar, acesso a crédito, maior patrimônio, maior ocorrência de contratação de trabalho e titulação definitiva dos lotes de terra são fatores causais de maior desmatamento e que maior tamanho do lote e maior nível de consciência ambiental por parte dos produtores são fatores que atuam para a menor proporção de terra desmatada nas pequenas propriedades. Os resultados mostram que melhoria na renda e riqueza das famílias não tem resultado em maior preservação das matas nativas nas regiões estudadas, o que indica que políticas de melhoria de renda e qualidade de vida devem ser acompanhadas de medidas que favoreçam a conservação dos recursos naturais, especialmente a redução dos desmatamentos.----------------------------------------------The development of agricultural and cattle production has addressed larger deforestation in the Brazilian Amazon, and it lead to greenhouse gas emissions and to biodiversity loss. The increase in the deforestation made by settlers is linked by factors related to household features and microeconomic environment. The objective of this study was to identify the determinant factors for deforestation in main region of household agricultural production in the state of Acre, Brazilian Amazon. The methodology is based on multinomial logistic econometric model. The results show that household labor, access to credit, farmer wealth, hired labor and land tenure favor the deforestation, while greater farm size and environmental-consciousness reduce deforestation.";"Santos, Jair Carvalho Dos
Braga, Marcelo Jose
Homma, Alfredo Kingo Oyama";"";"";"AGRIS";"2008-07-31";"pt";"property rights;land tenure";"";"Land Policy & Legislation;Access to Land & Tenure Security";"";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=US2016207240";"http://purl.umn.edu/114158";"";"";"";""
