ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:QL2013000198";"Hydrological process in the Blue Nile";"";"";"Easton, Z. M.
Awulachew, Seleshi Bekele
Steenhuis, T. S.
Habte, S. A.
Zemadim, Birhanu
Seleshi, Y.
Bashar, K. E.";"";"";"AGRIS";"2012-12-31";"en";"land cover;land use;assessment";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=QL2013000198";"http://www.iwmi.cgiar.org/Publications/Books/PDF/H045313.pdf";"";"";"";""
"AGRIS:US201400145667";"Soil microbial diversity and C turnover modified by tillage and cropping in Laos tropical grassland";"";"Agricultural practices should modify the diversity of soil microbes. However, the precise relationships between soil properties and microbial diversity are poorly known. Here, we study the effect of agricultural management on soil microbial diversity and C turnover in tropical grassland of north-eastern Laos. Three years after native grassland conversion into agricultural land, we compared soils from five land use management systems: one till versus two no-till rotational cropping systems, one no-till improved pasture and the natural grassland. Soils were incubated in microcosms during 64� days at optimum temperature and humidity. Bacterial and fungal diversity were evaluated by metagenomic 454-pyrosequencing of 16S and 18SrRNA genes, respectively. Changes in soil respiration patterns were evaluated by monitoring ¹²C- and ¹³C-CO₂ release after soil amendment with 13C-labelled wheat residues. Results show that residue mineralization increased with bacterial richness and diversity in the tilled treatment 7� days after soil amendment. Native soil organic C mineralization and priming effect increased with fungal richness and diversity in improved pasture and natural grassland. No-till cropping systems represented intermediate situations between tillage and pasture systems. Our findings evidence the potential of controlling soil microbial diversity by agricultural practices to improve soil biological properties. We suggest the promotion of no-till systems as a fair compromise between the need for agriculture intensification and soil ecological processes preservation.";"Lienhard, Pascal
Terrat, Sébastien
Mathieu, Olivier
Levêque, Jean
Chemidlin Prévost-Bouré, Nicolas
Nowak, Virginie
Régnier, Tiffanie
Faivre, Céline
Sayphoummie, Sengphanh
Panyasiri, Khamkéo
Tivet, Florent
Ranjard, Lionel
Maron, Pierre-Alain";"";"Springer";"AGRIS";"2013-12-31";"en";"land use planning";"";"Land Use, Management & Investment";"LAO";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400145667";"http://dx.doi.org/10.1007/s10311-013-0420-8";"";"";"";"391-398"
"AGRIS:US201600183650";"Factors Influencing Reproductive Success Of Ferruginous Hawks in the Uintah Basin, Utah";"";"We examined factors that potentially influenced reproductive success in Ferruginous Hawks (Buteo regalis) in the Uintah Basin, Utah, and determined whether oil and gas well development was one of those factors. For three breeding seasons (2002â2004), we measured the number of nestlings, fledglings, and dispersed young that were produced by pairs of Ferruginous Hawks nesting within 2365 kmÂ² managed by the Bureau of Land Management. We hypothesized that reproductive success would be influenced by nesting substrate, abundance of prey, distance to the closest occupied raptor nest, and distance to the closest active well. Although the Uintah Basin experienced a drought during our entire study, reproductive success was within the range of estimates reported in other studies in the Intermountain West. Each nesting pair produced an average of 1.9 nestlings, 1.3 fledglings, and 0.9 dispersed young. During our study, 17 nestlings and 14 fledglings died; 55% were due to avian predators, 16% to mammalian predators, 10% to unknown predators, 16% to natural causes, and 3% to unknown causes. Avian depredation may have resulted from increased competition among avian predators for scarce prey resources, or from increased use of juvenile Ferruginous Hawks as an alternative prey source by Golden Eagles (Aquila chrysaetos) in years of low lagomorph abundance. Our results suggest that the level of oil development that occurred during this study did not have an adverse effect on Ferruginous Hawk reproduction; the effect of a higher level of oil development was beyond the scope of this study.";"Keough, Heather L.
Conover Michael R.
Roberts Anthony J.";"";"Raptor Research Foundation";"AGRIS";"2015-12-31";"en";"land management";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600183650";"http://dx.doi.org/10.3356%2F0892-1016-49.2.161";"";"";"";"161-173"
"AGRIS:US201600007870";"Spatio-temporal responses of male Reeves's pheasants Syrmaticus reevesii to forest edges in the Dabie Mountains, central China";"";"We evaluated the response of male Reeves's pheasants Syrmaticus reevesii to different forest edges in a fragmented forest landscape in central China using radio-telemetry. Our fieldwork was carried out from April 2000 to August 2003 in the Dongzhai National Nature Reserve within the Dabie Mountains, China. We identified four major types of forest edges: shrub, farmland, road and residential edge. The association of male Reeves's pheasants with these edges was non-random and varied by season, suggesting that land-cover and land-use patterns surrounding forest fragments could have variable effects on habitat use of Reeves's pheasants. Shrub edges were preferred by males in all seasons and male Reeves's pheasant seldom moved > 200 m from this type of edge. Pheasants tended to avoid farmland edges in summer, stayed within 100 m of the nearest road edges in spring and moved farther from residential edges with season shifts. Furthermore, edge use by male Reeves's pheasants also differed between winter and the other three seasons. Our data demonstrated the relationships between edge effects and the spatial distribution patterns of Reeves's pheasants, and suggested that landscape configuration, including juxtaposition of forest and shrubby vegetation, should be incorporated into management and conservation for addressing edge effects at landscape scales. We suggest monitoring the spatial responses of this species to different forest edges over a longer term and at a larger landscape scale.";"Xu, Ji-Liang
Zhang, Zheng-Wang
Wang, Yong
Connelly, John W.";"";"Nordic Board for Wildlife Research";"AGRIS";"2011-12-31";"en";"land cover;land use";"";"Land Use, Management & Investment";"CHN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600007870";"http://dx.doi.org/10.2981%2F10-075";"";"";"";"16-24"
"AGRIS:US201600090468";"Space use by resident and transient coyotes in an urban–rural landscape mosaic";"";"Context Coyotes (Canis latrans) have adapted successfully to human landscape alteration in the past 150 years and in recent decades have successfully moved into urban areas. While this causes concern about human–wildlife conflicts, research also suggests that coyotes tend to avoid humans and human activity in urban areas. For improving management, a better understanding of space use by coyotes is needed. Aims To study how coyote social behaviour influences fine-scale space use in urban areas we present results from an extensive, multi-year GPS telemetry study (2005–13). The study area in coastal Rhode Island is a mosaic of rural, suburban and urban land use and coyotes have only recently arrived. Methods We differentiated between two social classes: residents (individuals that have established a territory; n=24) and transients (individuals that have no territory; n=7). Space use was analysed using mixed effect models and detailed land-cover data. Key results Coyotes tended to select for agricultural and densely vegetated land cover and against land used for housing and commerce. Pasture and cropland were preferred by residents and avoided by transients, especially at night, indicating the role of agricultural land as prime foraging habitat. Both groups selected densely vegetated land cover for daytime shelter sites. Transients selected for densely vegetated land cover both day and night, indicating use for both shelter and foraging. Resident coyotes avoided high- and medium-density housing more than transients. Conclusions We interpret land-cover selection by resident coyotes as indicative of coyote habitat preference, while transients more often occupied marginal habitats that probably do not reflect their preferences. Differences in land cover selection between residents and transients suggest that transients have a corollary strategy to avoid residents. Implications With cover and food appearing to be important drivers of space use, coexistence strategies can build on controlling food resources as well as on the tendency of coyotes to avoid humans. Nevertheless, transients, having the need to avoid territorial resident coyotes as well, show a reduced aversion to land cover with high human activity, creating a higher potential for human–wildlife conflicts.";"Mitchell, Numi
Strohbach, Michael W.
Pratt, Ralph
Finn, Wendy C.
Strauss, Eric G.";"";"CSIRO Publishing";"AGRIS";"2015-12-31";"en";"land cover;land use;urban areas";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600090468";"http://dx.doi.org/10.1071/WR15020";"";"";"";"461-469"
"AGRIS:FI2012524769";"Family forest owners' opinions about forest management in northern Finland.";"";"";"Hallikainen, Ville.
Hyppönen, Mikko.
Pernu, Leena.
Puoskari, Jouni.";"";"";"AGRIS";"2010-12-31";"en";"landowners;private ownership";"";"";"FIN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=FI2012524769";"http://www.metla.fi/silvafennica/";"";"";"";""
"AGRIS:US2016202742";"LAND, TREES, AND WOMEN: EVOLUTION OF LAND TENURE INSTITUTIONS IN WESTERN GHANA AND SUMATRA";"";"How do women's land rights change as customary tenure systems give way to individualized land tenure? While the individualization of land rights creates incentives for poor farmers in marginal areas to adopt agroforestry, not much is known about its impact on women's land rights. Land, Trees, and Women examines the evolution of customary land tenure institutions in areas of Western Ghana and Western Sumatra where traditional matrilineal inheritance systems have been changing. In these two areas, the authors find that individualization of land tenure has contributed to both increased gender equity and greater efficiency in agroforestry management. While property rights institutions are moving toward providing proper incentives for efficient natural resource management, the authors conclude that any program or legal framework that assigns rights to resources must be evaluated for barriers to women's participation. This book will be of interest to professionals involved in natural resource management, agroforestry, gender and development, food policy, rural development, and property law/property rights.";"Quisumbing, Agnes R.
Otsuka, Keijiro";"";"AgEcon Search";"AGRIS";"2001-12-31";"en";"";"";"";"";"Reports & Research";"http://agris.fao.org/agris-search/search.do?recordID=US2016202742";"http://purl.umn.edu/16536";"";"";"";""
"AGRIS:US201400064637";"Resource use conflicts: the future of the Kalahari ecosystem";"";"The Kalahari ecosystem is characterized by natural resource conflicts and land-use pressure resulting from intensification of human activities. This paper addresses three issues of concern associated with the Kalahari ecosystem resource management: (i) the major land-use/land cover shifts in the Kalahari ecosystem since 1970 and the resulting pattern in vegetation species composition, cover and density; (ii) the possible explanations for the observed shifts; and (iii) the possible resource conflicts likely to arise. Data collection involved the comparison of two sets of panchromatic photographs along two transects (Hukunsti–Ngwatle and Tshane–Tsabong) to study land-use/cover shifts that have occurred in the Kalahari ecosystem between 1971 and 1986. Secondly, the nature of possible conflicts resulting from population pressure and associated patterns of land-use was investigated by making observations on selected environmental variables along a 300km transect with diverse environments comprising different-sized settlements, vegetation communities and land-uses. Land-use/land cover shifts have occurred within the Kalahari ecosystem as evidenced by the two transects analysed in this paper. The main changes are the retreat of grass cover up to 18kms from settlements and the increase in thorny and non-thorny woody encroachers closer to the settlements. In the Matsheng area, land-use/land cover gradients reflect marked differences in human pressure. For instance, while settlements (kraals/households) and fields around Tshane (smaller and dwindling settlement) have declined to 5% at the 4km distance in 1986, these land-uses account for 22·3% of land cover at 4km around Hukuntsi (bigger and expanding village). Five major vegetation communities were identified using key plant species during the dry season. However, these communities do not have distinct land-use activities associated with them. Cattle densities were higher in communities found far away from settlements and water points where the grass cover was abundant. Cattle graze far from settlements to obtain quality fodder and trek to the water points around village pans or at cattle posts. There are no definite boundaries between vegetation communities and land-use activities, hence a lot of interaction between activities of these zones depends on the dispersion of resources. Shifts in land-use/cover changes can be accounted for by anthropogenic activities (arable agriculture, livestock grazing and human settlements) enhanced by natural factors like seasonal variations and prolonged droughts of the mid-1980s. It is argued in this paper that potential remedial measures include biosphere conservation areas, resource zoning and resource modeling plans to determine land suitability.";"Moleele, N.N.
Mainah, J.";"";"";"AGRIS";"2003-12-31";"en";"land cover;land suitability;grazing;zoning";"Rangelands, Drylands & Pastoralism";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400064637";"http://dx.doi.org/10.1006/jare.2002.1099";"";"";"";"405-423"
"AGRIS:US2016208669";"Historic landmarks in the development of Agricultural Land Market in Poland after the year 1989";"";"For a number of decades in the second half of the XXth century, agricultural land has been divided in Poland between three sectors:family, state owned and cooperative farms, with a dominating share of private, individual farmers in land use. As a result, ownership structure of agricultural land in Poland is quite unique among the former socialist Central and East European countries.Until the year 1989, when the transformation to a market economy was initiated, the landmarket in Poland was almost non-existent. The State Land Fund (SLF), an institution created in 1944 was for decades a substitute to land market. Originally, the Fund was responsible for the implementationof the land reform. After nationalization or confiscation of real estates, state farms have been established on a larger part of agricultural land under Fund’s management. The rest has been divided between former farm workers and small farmers owing less than 5 hectares of land.";"Majewski, Edward";"";"";"AGRIS";"2008-12-31";"en";"";"";"";"POL";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US2016208669";"http://purl.umn.edu/48334";"";"";"";""
"AGRIS:US2016208843";"Economic Impacts of E. Coqui frogs in Hawaii";"";"Eleutherodactylus coqui, a small frog native to Puerto Rico, was introduced to Hawaii in the late 1980s, presumably as a hitchhiker on plant material from the Caribbean or Florida (Kraus et al. 1999).  The severity of the frogs' songs on the island of Hawaii has lead to a hypothesis touted both in the scientific community and in the popular media that the presence of the frog on or near a property results in a decline in that property's value. The objective of this study is to explicitly test the extent to which this hypothesis is true, and if it is, what the level of localized damage incurred on a property's value is.  The invasion began on either Hawaii or Maui, and has now expanded to Oahu and Kauai. Spread has occurred through the movement of nursery plants and through intentional introduction of the frogs to previously uninfested areas. The coqui frogs have attained some of the highest densities ever observed for terrestrial amphibian populations (up to 133,000 per ha on Hawaii). These extremely dense populations have lead to both economic and ecological concerns, especially on the island of Hawaii. The loud mating song of the male frogs is the most widely cited complaint in Hawaii. The frog's song has been measured to range in the 80-100 decibel level (Beard and Pitt 2005). Given that 45 decibels may be enough to prevent the average person from sleeping , the song of the coqui is considered a form of noise pollution in Hawaii.  In this study we focus only on the direct damage costs of the coqui's loud mating songs through a hedonic pricing model. Because this only one component of the economic costs of noise pollution, it should be considered a lower bound estimate of the true cost of their noise and their presence.  Since this lower bound is generated through measurable losses in property value, its use in invasive species policy should be welcomingly straightforward compared to survey methods or other efforts to quantify damages from ecosystem change. We find that coqui frogs do impose localized damages to real estate values, but by 800 meters distance from a complaint this damage is declining relative to the effect at 500m. The per-transaction reduction in value when frog complaints have been lodged within 500m appears to be about 0.16%, holding constant district, acreage, financial conditions, zoning, and neighborhood characteristics.  This is just over 1/3 of the impact that an increase of 1% in mortgage rates is estimated to have on price.";"Kaiser, Brooks A.
Burnett, Kimberly M.";"";"AgEcon Search";"AGRIS";"2006-12-31";"en";"";"";"";"PRI";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=US2016208843";"http://purl.umn.edu/21313";"";"";"";""
"AGRIS:QL2012000797";"Priority setting for privatization of the irrigation schemes in Sudan";"";"";"Dingle, M. A. A.";"";"";"AGRIS";"1996-12-31";"en";"land tenure";"";"Land Policy & Legislation;Access to Land & Tenure Security";"SDN";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=QL2012000797";"http://publications.iwmi.org/pdf/H021897.pdf";"";"";"";""
