ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"FAODOCREP:809941f8-0bea-42d5-bfb8-f7f0fc7ab1df";"حالة الموارد الوراثية الحرجية في العالم وخطة العمل العالميةلصون الموارد الوراثية الحرجية واستخدامها المستدام وتنميتها";"Meeting Name: Committee on Forestry
Meeting symbol/code: COFO/2014/5.5";"FAO, Rome (Italy). Forestry Dept
user";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-06";"ar";"forestry;natural resources management";"Forest Tenure";"";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/809941f8-0bea-42d5-bfb8-f7f0fc7ab1df";"http://www.fao.org/3/a-mk330a.pdf";"http://www.fao.org/documents/contents/a31b65e2-1f1a-4b5d-979b-ecd5d97fde75_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"30"
"FAODOCREP:144a689b-141a-5bde-96bb-5f2f110ceff8";"Ressources Forestières en Mauritanie";"Un rapport complet, long de quarante-trois pages qui traite de l'état général des données sur les ressources forestières en Mauritanie.  Il est composé de sept parties principales ; la première partie est une introduction générale des caractéristiques géographiques, démographiques etc. du pays pendant que la deuxième partie est un compte-rendu détaillé de l'importance et de la répartition des plantations forestières en fonction des zones écologiques du pays.  La troisième et la quatrième partie exposent des détailles sur l'évolution et la structure de ces surfaces forestières.  Les deux derniers chapitres traite du potentiel de production de ces zones ainsi que des résultats obtenus lors de cette étude.  Pour finir, les annexes fournissent une liste des principales espèces selon la région.";"Forestry Economics and Policy Division
Forestry Department
Taleb N.T.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2000-12";"fr";"deforestation;environment;natural resources management;desertification;forestry;land improvement";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"MRT;SEN;MLI;002";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/144a689b-141a-5bde-96bb-5f2f110ceff8";"http://www.fao.org/3/a-x6812f.pdf";"http://www.fao.org/documents/contents/6c7340bf-2aa3-5066-856f-ea7589e8ff7b_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"43"
"FAODOCREP:87194e4f-1e06-4e2c-bf90-8e42d58bc2a5";"Projet de règlement intérieur du Comité des forêts et de l’industrie forestière";"Meeting Name: European Forestry Commission
Meeting symbol/code: FO:EFC/2015/10 - ECE/TIM/2015/10
Session: Sess.38 - Sess.73";"Forestry Department
Morin";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"fr";"sustainable land management;forest land;forestry policies";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"150";"Reports & Research";"http://www.fao.org/documents/card/en/c/87194e4f-1e06-4e2c-bf90-8e42d58bc2a5";"http://www.fao.org/3/a-mo698f.pdf";"http://www.fao.org/documents/contents/53063d40-e375-43bd-88c8-a9af41b67da0_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"FAODOCREP:2d1b5bc5-3e88-50ce-9aa2-019bdad58d6b";"Tenure of indigenous peoples territories and REDD+ as a forestry management incentive: the case of Mesoamerican countries";"Programmes to reduce emissions from deforestation and ecosystem degradation, such as REDD+ and other forestry  incentive programmes, including Payment for Environmental Services (PES), could represent an opportunity to  strengthen processes of conservation, sustainable usage and poverty reduction in the Mesoamerican region, particularly  in indigenous territories and communities. Analysing the context of such initiatives and how they are interlinked is  relevant to understanding how these multipurpose programmes can achieve their objectives in the light of recent  developments in the recognition of indigenous peoples’ rights over land tenure and natural resources in the region.  Examining these contexts and their linkages in countries such as Costa Rica, Guatemala, Honduras, Mexico, Nicaragua  and Panama, where there are considerable forest areas with significant indigenous populations, is the aim of this study.";"Climate, Energy and Tenure Division
FAO-UNDP-UNEP
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2013-12";"en";"land;customary tenure;sustainable land management;land use;agricultural and rural legislation;land tenure;indigenous peoples;community forestry;land management;forest land;land tenure systems;indigenous tenure";"Land, Climate change & Environment;Forest Tenure;Indigenous & Community Land Rights";"Land Use, Management & Investment;Access to Land & Tenure Security";"HND;NGA;USA;ESP;SLV;GTM;PER;DEU;IDN;NOR;BOL;019;CRI;PAN;CHE;NIC;BLZ;ITA;ECU;NLD;MEX;BRA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/2d1b5bc5-3e88-50ce-9aa2-019bdad58d6b";"http://www.fao.org/3/a-i2875e.pdf";"http://www.fao.org/documents/contents/ea1e95cf-c7c0-5a30-9fa5-3a0f73b02f0d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"69"
"FAODOCREP:52b0120a-b6ee-5c3e-9254-803ab3456d50";"The environmental debate";"";"Animal Production and Health Division
Various
Agriculture and Consumer Protection";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1997-12";"es;en;fr";"deforestation;environment;waste";"Land, Climate change & Environment;Forest Tenure";"";"CMR;ITA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/52b0120a-b6ee-5c3e-9254-803ab3456d50";"http://www.fao.org/3/a-w5256t.htm";"http://www.fao.org/documents/contents/16261f96-619f-5587-9bfd-4e180485d323_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:907b769e-c421-53c8-8a3c-fc8cbb60df76";"In search of excellence: exemplary forest management in Asia and the Pacific";"This publication reflects the outcome of an ambitious initiative to identify instances of exemplary forest management in the region and examine the core components of high quality forest management in an effort to illustrate good forest management to a wide audience and encourage others to take up some of the most promising ideas, methods and approaches. More than 170 nominations were received from 21 countries in the region. Twenty-eight case studies were selected. Each tells a compelling story of innovations in meeting management challenges and of initiatives that might provide learning experiences for other forest managers.   The book shatters the myth that there is no positive forestry being practiced in the region and celebrates the triumphs of forest managers, farmers and local communities in balancing the range of socio-economic and environmental demands made on forests. In doing so, it reveals monumental accounts of innovation, perseverance and dedication from across the region – stories that should inspire and motivate others to redouble their efforts to protect and manage effectively the region's spectacular forests.";"Regional Office for Asia and the Pacific
AMD
Durst, P.B. (ed); Brown, C. (ed.); Tacio, H.D. (ed); Ishikawa, M. (ed.) 
Forestry Group";"Regional Office for Asia and the Pacific;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Asia and the Pacific;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2005-12";"en";"natural resources management;community forestry;forestry policies";"";"Land Use, Management & Investment";"FJI;142;CHN;LKA;IDN;VUT;009;KOR;THA;NZL;NPL;LAO;PHL;VNM;JPN;AUS;KHM;IND;MYS";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/907b769e-c421-53c8-8a3c-fc8cbb60df76";"http://www.fao.org/3/a-ae542e.pdf";"http://www.fao.org/documents/contents/3c599374-2ade-585c-b1bb-e3a30373a239_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"418"
"FAODOCREP:98344ae2-9d73-4206-b2a0-c7ea2fae3a42";"Thailand and FAO";"Thailand became a member of FAO in 1947 and a year later Bangkok was designated the provisional location for the FAO Regional Office for Asia and the Pacific – a decision that was formally approved in 1953. FAO has worked continuously with the Royal Thai Government through the Office of the National FAO Committee and the Ministry of Agriculture and Cooperatives. Over the last three decades, the country has contributed significantly to the Organization’s achievement of its mandate and has transitioned from being a recipient country to resource partner. ";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"en";"natural resources management;sustainable development";"";"Land Use, Management & Investment";"IDN;142;BEN;KHM;THA";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/98344ae2-9d73-4206-b2a0-c7ea2fae3a42";"http://www.fao.org/3/a-az498e.pdf";"http://www.fao.org/documents/contents/ca27b842-072c-41ac-a726-07b2b1205459_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"FAODOCREP:13c27743-744f-563a-a3d4-0175201cf521";"Assessment of soil nutrient balance";"Nutrient-balance assessments are valuable tools for delineating the consequences of farming on soil fertility. Various approaches and methods for different situations have been used. This bulletin presents a state-of-the-art overview of nutrient-balance studies. It brings out the evolution of the approaches and methods, provides for comparisons among them, features the improvements made, and highlights remaining issues. The analysis would be useful in further development of the assessment methodologies as reliable tools for devising time-scale soil fertility management interventions.";"R.N. Roy, R.V.Misra, J.P. Lesschen and E.M. Smaling
lynette
Land and Water Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2003-12";"en";"sustainable land management;environment;land management";"Land, Climate change & Environment";"Land Use, Management & Investment";"KEN;BGD;GHA;IND;MLI;CHN;NLD";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/13c27743-744f-563a-a3d4-0175201cf521";"http://www.fao.org/3/a-y5066e.pdf";"http://www.fao.org/documents/contents/977a74ab-bea9-5c2b-81e5-9853b17d5f96_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"101"
"FAODOCREP:5da7a8ec-1824-54d9-9a1f-bf9afb80b704";"Forest Assessment 1990 non tropical countries Mediterranean Region";"The main Objectives of this assessment were: (i) to provide reliable consistent information on the state of forests in developing countreis in th Mediterranean zone in 1990 and the rates of change during the period 1981 to 1990 and (ii) to study the process of deforestation and forest degradation and their environmental implications.";"Forestry Department
Forest management Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1990-12";"en";"deforestation;forestry;natural resources management";"Land, Climate change & Environment;Forest Tenure";"";"DZA;MAR;TUN";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/5da7a8ec-1824-54d9-9a1f-bf9afb80b704";"http://www.fao.org/3/a-t3910e.htm";"http://www.fao.org/documents/contents/f517d066-eb59-59da-b18e-93088cbbe619_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"44"
"FAODOCREP:231f629d-848a-5b52-8bcd-67ab287c1a61";"Case studies in fisheries self-governance";"FAO Fisheries Technical Paper 504: The paper documents 32 case studies and four syntheses (Canada, Japan, New Zealand and the United States of America) on the role of industry in the governance and management of fisheries.";"Fisheries and Aquaculture Department
Townsend, R.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2008-12";"en";"land governance;land tenure";"";"Access to Land & Tenure Security";"150;FRA;142;USA;ESP;SWE;CHL;DNK;AUS;IRL;GHA;019;009;NZL;YEM;JPN;GBR;ITA;NLD;RUS;MEX;NOR;CAN";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/231f629d-848a-5b52-8bcd-67ab287c1a61";"http://www.fao.org/3/a-a1497e.pdf";"http://www.fao.org/documents/contents/ed5c7073-72d3-5dec-ad0d-078e6739f882_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"450"
"FAODOCREP:e7f588ce-1a0e-5303-901e-44a21661456a";"Strategies for market orientation of small scale milk producers and their organisations. Proceedings of a worshop held at Mogororo Hotel, Mogororo, Tanzania, 20-24 March 1995.";"";"Animal Production and Health Division
Agriculture and Consumer Protection";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1995-12";"en";"urbanization;rural areas;research";"Urban Tenure";"";"NPL;KEN;ZMB;UGA;MDG;TZA;MWI;ETH";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/e7f588ce-1a0e-5303-901e-44a21661456a";"http://www.fao.org/3/a-x5661e.htm";"http://www.fao.org/documents/contents/2027645a-99d3-513d-b5cf-2cdff9c53ba6_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:636d867c-f194-5e82-8151-b22798e4ee63";"Suivi du Sommet Mondial de l'alimentation: Le programme spécial pour la sécurité alimentaire";"
Meeting symbol/code: ARC 00 5";"Office of Director-General
Office of Director General";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2000-12";"fr";"water management";"";"Land Use, Management & Investment";"AGO;BFA;AFG;BGD;MOZ;MLI;BDI;SWZ;CAN;COG;DJI;SLE;MWI;PAK;NER;KEN;LAO;PHL;LSO;RWA;MDG;MDV;TGO;GHA";"Reports & Research";"http://www.fao.org/documents/card/en/c/636d867c-f194-5e82-8151-b22798e4ee63";"http://www.fao.org/3/a-x4056f.htm";"http://www.fao.org/documents/contents/19bec074-c37f-56c5-8970-316d538c0cd7_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:d9b18a91-0c61-45d8-bbf5-87f5df90bde0";"المعايير والمؤشرات المتعلقة بالإدارة المستدامة للغابات والمراعي في إقليمالشرق الأدنى";"Meeting Name: Near East Forestry and Range Commission (NEFRC)
Meeting symbol/code: FO:NEFRC/2015/3
Session: Sess. 22";"Forestry Department
Dowd, Stephen (KCCO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"ar";"sustainable land management;forest land;rangelands";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism;Forest Tenure";"Land Use, Management & Investment";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/d9b18a91-0c61-45d8-bbf5-87f5df90bde0";"http://www.fao.org/3/a-mo962a.pdf";"http://www.fao.org/documents/contents/0f3d3b75-1307-4923-a012-5e38dd034622_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"7"
"FAODOCREP:e239f9a6-ca07-43f3-b429-700cc313253b";"Benefici degli alberi urbani";"Gli alberi urbani di grandi dimensioni fungono da eccellente filtro per gli inquinanti urbani e il particolato fine. Un singolo albero può assorbire fino a 150 kg di CO2 all’anno e sequestrare carbonio dall’atmosfera, contribuendo così a mitigare il cambiamento climatico. Gli alberi forniscono habitat, cibo e protezione per piante ed animali, aumentando così la biodiversità urbana. Piantare alberi oggi è indispensabile per il benessere delle generazioni future!";"Forest Assessment, Management and Conservation Division ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-03";"it";"urban forestry;urban areas";"Urban Tenure";"";"";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/e239f9a6-ca07-43f3-b429-700cc313253b";"http://www.fao.org/3/c-c0024o.pdf";"http://www.fao.org/documents/contents/83047008-ba5d-4c69-a208-618eb166d705_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
"FAODOCREP:f31cd4d0-ffca-5c50-b723-c91ee161bf39";"Réformer les politiques dans le domaine des ressources en eau: Guide des méthodes, processus et pratiques.  (Bulletin FAO d'irrigation et de drainage - 52)";"";"Land and Water Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1997-12";"fr";"natural resources management;water management";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/f31cd4d0-ffca-5c50-b723-c91ee161bf39";"http://www.fao.org/3/a-v7160f.htm";"http://www.fao.org/documents/contents/1ee22d0f-471e-5ce0-b424-fded1b969473_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:8802eb78-fed4-4f50-9c3f-9766392a05ea";"XIV Congreso Forestal Mundial: Revisión de los Resultados y Mensajes Clave";"Meeting Name: North American Forest Commission
Meeting symbol/code: FO:NAFC/2016/9
Session: Sess. 28";"Paola Giondini (FOE)
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"es";"sustainable land management;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"021";"Reports & Research";"http://www.fao.org/documents/card/en/c/8802eb78-fed4-4f50-9c3f-9766392a05ea";"http://www.fao.org/3/a-mp327s.pdf";"http://www.fao.org/documents/contents/b1377c38-4ab1-442f-be3a-6c68789a3928_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"3"
"FAODOCREP:30582ec4-6797-48f4-ab81-6100cf581211";"Résumé. Construire une vision commune pour une alimentation et une agriculture durables";"L’agriculture mondiale doit faire face à des défis sans précédent. De profonds changements dans nos systèmes alimentaires et agricoles (productions végétales et animales, foresterie, pêches et aquaculture) sont indispensables.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-12";"fr";"climate change;natural resources management;sustainable development";"";"Land Use, Management & Investment";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/30582ec4-6797-48f4-ab81-6100cf581211";"http://www.fao.org/3/a-i3941f.pdf";"http://www.fao.org/documents/contents/2cf4c557-8b58-4b6b-bab5-3906bfd0e518_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"8"
"FAODOCREP:fa98b686-b525-5a7d-befd-904442230cb1";"Les retenues d'eau sous les tropiques";"Revue internationale des forts et des industries forestires";"Forestry Department
Office of Assistant Director-General (Forestry Department)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1979-12";"fr";"deforestation;forest land;water management";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/fa98b686-b525-5a7d-befd-904442230cb1";"http://www.fao.org/3/a-l8790f.htm";"http://www.fao.org/documents/contents/8f8ed27f-d0fb-53bc-9ad5-24f5a5e097c0_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:c374d0a3-ed42-4861-aaef-b60cc9e32825";"Analiza sektora ribarstva i akvakulture u Bosni i Hercegovini";"Ova analiza je jedna od sedam sektorskih analiza (meso i mliječni proizvodi; voće i povrće; žitarice; vino; diversifikacija, ribarstvo i akvakultura, šumarstvo) koje su od proljeća 2011. godine do danas izrađene za institucije u oblasti poljoprivrede na nivou države, entiteta i Distrikta Brčko. Sektorske analize daju ulazne veličine za koncept mjera koje će finansirati Evropska unija (EU) iz instrumenta za pretpristupnu pomoć za ruralni razvoj (IPARD) – kada bude dostupan – kao i koncept intervencija zemlje u oblasti politike uopšte.";"Regional Office for Europe";"Regional Office for Europe;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Europe;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"sr";"fisheries;water management;natural resources management";"";"Land Use, Management & Investment";"150;CHE;BIH;ESP;HUN;MLI;ARM";"Reports & Research";"http://www.fao.org/documents/card/en/c/c374d0a3-ed42-4861-aaef-b60cc9e32825";"http://www.fao.org/3/b-au016o.pdf";"http://www.fao.org/documents/contents/8b57f072-f228-43ad-a3c3-7e666863c3f4_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"183"
"FAODOCREP:8f3d7a49-6807-5702-b696-efcf83a71d5c";"Forest Resource Situation Assessment of Nigeria";"A medium size 46-page report that comments on the overall situation of data on forest resources in Nigeria.  It is composed of ten parts including the following topics: forest resource situation assessment in Nigeria, FAO input data, status of forests and the country's vegetation, forest reserves, free areas and conservation areas, land ownership and tenure, inventory of high forests and plantations, followed by some results. A very short conclusion is given.";"Olufemi, A.O. et al
Forestry Economics and Policy Division
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1999-12";"en";"forestry;natural resources management;land ownership";"Forest Tenure";"Land Use, Management & Investment;Access to Land & Tenure Security";"BEN;NGA;002;CAN;TCD;GIN;SDN;NER;CMR";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/8f3d7a49-6807-5702-b696-efcf83a71d5c";"http://www.fao.org/3/a-ab578e.pdf";"http://www.fao.org/documents/contents/ffaaec78-46d2-543a-9f4a-bc84751a764d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"46"
