ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"FAODOCREP:604fcef7-8037-5889-82ee-e932738fb8be";"Natural Resources Management and Environment Newsletter";"This month, we invite you to participate in the e-consultation on Voluntary Guidelines on Responsible governance of tenure of land and other natural resources. Following a lengthy regional consultation process, additional input is being requested prior to the drafting of the Zero Draft Guidelines. FAO Headquarters marked World Water Day 2011, examining the urgent need for safe water supplies for the world’s rapidly growing urban populations. Finally, we proudly announce the Chinese-language version of a  disaster preparedness project web site, outlining the findings of a two-year project that took place in China’s Juye County. The site is now fully available in English and Chinese.";"Land and Water Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2011-12";"en";"natural resources management;water management;landowners;natural disasters;land rights;land tenure;right of access;land economics;landlessness;land ownership";"";"Land Use, Management & Investment;Access to Land & Tenure Security";"SEN;002;142;CHN;ESP";"Reports & Research";"http://www.fao.org/documents/card/en/c/604fcef7-8037-5889-82ee-e932738fb8be";"http://www.fao.org/3/a-am443e.pdf";"http://www.fao.org/documents/contents/b78e01ac-8fdd-5c1b-8cee-1e6c96e945b1_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"FAODOCREP:89472147-daf9-42bc-ba04-11e94f5b413e";"An Overview of National Forest Funds: Current Approaches and Future Opportunities";"This paper presents an overview of the various approaches that developed and developing countries have used in designing national forest funds.  It is based on a study of legislation in over forty countries and a review of some of the few empirical studies of forest fund performance.  The overview may serve as checklist of issues and options for policymakers who are designing funds.  It also may illuminate ongoing discussions about appropriate international roles in forest financing. The paper presents some of the common arguments for and against the use of dedicated funds. Understanding these may help improve fund design. Finally, this paper describes some likely future roles for funds to promote sustainable forest management.";"Lindsay, J. M. 
Jon Lindsay";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2001-04";"en";"forest conservation";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"BFA;LTU;GMB;HRV;FRA;GTM;IDN;BGR;LAO;BOL;CAN;COG;GIN;CRI;CMR;CYP;LSO;ALB;MDG;ITA;NOR;BRA;CUB";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/89472147-daf9-42bc-ba04-11e94f5b413e";"http://www.fao.org/3/a-bb048e.pdf";"http://www.fao.org/documents/contents/00cdbc5f-4173-4e8a-a374-b08444a0dd06_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"54"
"FAODOCREP:ec5fd5dc-4254-501d-b8bb-4cb8c5ac7e52";"Good governance in land tenure and administration";"This guide is written for people who work in land administration and all those  with an interest in land, land tenure and their governance. Although much has  been written about the importance of good governance in achieving development  goals, there is comparatively little material on good governance in land tenure  and administration. Failings in governance have adverse consequences for  society as a whole. By contrast, good governance can help achieve economic  development and the reduction of poverty. Good governance matters.";"nando
Land and Water Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2007-12";"en";"land policies;property rights;land governance;land administration;land tenure;land rights;private ownership;landowners;land ownership";"";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"FIN;ITA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/ec5fd5dc-4254-501d-b8bb-4cb8c5ac7e52";"http://www.fao.org/3/a-a1179e.pdf";"http://www.fao.org/documents/contents/d61313df-2e26-5928-b78b-174776c3321d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"68"
"FAODOCREP:f8aa3c1c-7ee5-5ba6-be5a-1e4556e15eae";"Country Report - Japan";"A description of the forest areas and types in Japan.  This report reviews the current state of both protected and economic forest areas and predicts long term future demand.";"Forestry Economics and Policy Division
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1997-12";"en";"deforestation;forestry;nature reserves;natural resources management;forestry policies";"Land, Climate change & Environment;Forest Tenure";"";"PAK;142;PHL;MYS;JPN;CHN;MMR;IDN;AUS;CAN;IND;KOR;URY;NZL";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/f8aa3c1c-7ee5-5ba6-be5a-1e4556e15eae";"http://www.fao.org/3/a-w8301e.pdf";"http://www.fao.org/documents/contents/e69b7219-c2b7-57ef-a32c-29c661ad30c6_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:95f0961b-f066-497b-ba34-9a34f1d982ef";"The Interface between Customary and Statutory Water Rights - A Statutory Perspective ";"This paper will contribute to mapping out the area of interface of customary water rights and statutory water rights. Based on original surveys and analyses of water legislation and customary water rights and practices in Canada (Nowlan 2004), Ghana (Sarpong 2004), Guyana (Janki 2004), and Nigeria (Kuruk 2004), as well as a brief analysis of the contemporary legislation of Argentina, Indonesia, and Namibia, this paper will (a) review the extent to which customary water-related practices and rights have been accounted for in water legislation, (b) analyze the approaches to reconciling such rights with the rights created by statute and administered by government, and (c) based on the analysis, flag emerging issues as well as sketch an agenda for future action.";"Packard Bell NEC, Inc.
Burchi, M.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2005-03";"en";"water rights;agricultural and rural legislation";"";"Land Use, Management & Investment";"142;NGA;ZAF;CHL;ITA;IDN;002;CAN;ARG;019;GUY;NAM;MEX;GHA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/95f0961b-f066-497b-ba34-9a34f1d982ef";"http://www.fao.org/3/a-bb078e.pdf";"http://www.fao.org/documents/contents/820e8b86-c60b-4dd9-b0b1-90ed282c9ec6_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"16"
"FAODOCREP:4e0dbf46-468e-4cad-b325-a3b0664cc5d9";"New Zealand and FAO";"New Zealand works closely with FAO in support of shared food and agricultural development and food security goals. Over the past five years, the country has channelled more than US$7.5 million into FAO projects, principally for emergency assistance in the Asia and Pacific region. Other areas of New Zealand cooperation – both in the region and further afield – include support to development projects ranging from food safety to livestock development. ";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"en";"natural resources management;natural disasters";"";"Land Use, Management & Investment";"009;NZL;PHL";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/4e0dbf46-468e-4cad-b325-a3b0664cc5d9";"http://www.fao.org/3/a-ax286e.pdf";"http://www.fao.org/documents/contents/bcc3f8a6-3bf0-4050-ab58-294447973c4e_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"FAODOCREP:b8913fef-6124-57be-b6b8-16960ae41929";"Land access in rural Africa:Strategies to fight gender inequality";"In September 2008, the FAO-Dimitra project organised its third workshop with all its partners in Brussels, on the theme:“Information and communication strategies to fight gender inequality as regards land access and its consequences for rural populations in Africa”.  This document presents a synthesis of the workshop’s  activities as well as the different articles which were prepared for the workshop by the participants – the partners of the network and FAO colleagues.";"Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2008-12";"en";"property rights;rural areas;land governance;land tenure;land access;private ownership;land ownership";"";"Land Policy & Legislation;Access to Land & Tenure Security";"DZA;BFA;USA;KEN;ZMB;BDI;NAM;002;GHA;COG;MWI;NER;RWA;MAR;BEL;UGA;MDG;ITA;TUN;SEN;COD";"Reports & Research";"http://www.fao.org/documents/card/en/c/b8913fef-6124-57be-b6b8-16960ae41929";"http://www.fao.org/3/a-ak159e.pdf";"http://www.fao.org/documents/contents/854ae7cf-67e9-5090-be7d-2a3cd0929746_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"166"
"FAODOCREP:42580f9c-c32b-4975-888f-cb55a14a30b6";"Report from the Global Crop Diversity Trust to the Intergovernmental Technical Working Group on Plant Genetic Resources for Food and Agriculture";"Meeting Name: Commission on Genetic Resources for Food and Agriculture. Intergovernmental Technical Working Group on Plant Genetic Resources for Food and Agriculture
Meeting symbol/code: CGRFA/WG-PGR-8/16/Inf. 5
Session: Sess. 8";"Elena Rotondo (AGPM)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"natural resources management";"";"Land Use, Management & Investment";"SYR;MAR;CHE;PNG;DEU;NOR;LBN";"Reports & Research";"http://www.fao.org/documents/card/en/c/42580f9c-c32b-4975-888f-cb55a14a30b6";"http://www.fao.org/3/a-bl789e.pdf";"http://www.fao.org/documents/contents/c7646b1a-d0ce-4dba-b6dc-5fbc757ff27b_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"7"
"FAODOCREP:45f46663-7e89-44eb-9fb8-1b5ded4e5cf7";"Report of the Seventh Session of the Agriculture, Land And Water Use Commission for the Near East Region (ALAWUC)  ";"The Seventh Session (Special Meeting) of the FAO Agriculture and Land and Water Use Commission for the Near East (ALAWUC) was held in Cairo, Egypt, during 8-9 May 2012. The Opening Ceremony of the Commission was attended by (35) persons, including (20) participants from (13) Member Countries, (3) Observers representing regional organizations in the Near East; in addition to (2) Observers from Algeria and Palestine. SUMMARY OF MAIN RECOMMENDATIONS 1. Called upon Member countries to assign a senior level National Focal Point who is tasked with coordination and follow-up of the ALAWUC affairs. 2. The Commission requested the Organization to establish a Trust Fund Account for deposition of Member Countries annual conributionins for the Commission programme of work and activities; 3. The Commission called upon Member Countries to identify their voluntary annual contribution and to express their commitment to the established TF Account that ensures the Commission sustainablity; 4. The Conmission called upon the Regional Conference to review and endorse the Seventh Session report and to forward the “Proposed Statutes of ALAWUC (Annex 1) to the FAO Council through the Committee on Constitutional and Legal Matters, for approval; taking into consideration the amendments stated in Annex-2 to the Session Report”.. 5. The Commission urged countries of the Region who attended Session as Observers to be full members to broaden the membership base.";"Regional Office for the Near East
ismail";"Regional Office for the Near East;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for the Near East;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2012-05";"en";"natural resources management;land use;water management";"";"Land Use, Management & Investment";"DZA;EGY;YEM;TUR;JOR;TUN;SDN;LBN";"Reports & Research";"http://www.fao.org/documents/card/en/c/45f46663-7e89-44eb-9fb8-1b5ded4e5cf7";"http://www.fao.org/3/a-as656e.pdf";"http://www.fao.org/documents/contents/5daa046d-9d4b-44a4-a980-56b0e908ec91_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"24"
"FAODOCREP:256dc270-a132-4ee5-97f3-0b3ea5eda391";"Informe de la Tercera Reunión del Equipo de Especialistas Técnicos y Jurídicos en Materia de Acceso y Distribución de Beneficios";"Meeting Name: Commission on Genetic Resources for Food and Agriculture (CGRFA)
Meeting symbol/code: CGRFA-16/17/6
Session: Sess.16";"Fumasoli, Giona (CPAM)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"es";"natural resources management";"";"Land Use, Management & Investment";"AUS;CAN;CHL;CRI;WSM;NAM";"Reports & Research";"http://www.fao.org/documents/card/en/c/256dc270-a132-4ee5-97f3-0b3ea5eda391";"http://www.fao.org/3/a-mr402s.pdf";"http://www.fao.org/documents/contents/6d0c031d-348b-45da-aa0b-47cf32266f7b_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"21"
"FAODOCREP:08f118e4-08e2-5a14-8c61-6b673bd3d13c";"Rural families and household economies in Asia and the Pacific";"";"Regional Office for Asia and the Pacific";"Regional Office for Asia and the Pacific;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Asia and the Pacific;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1996-12";"en";"rural population;water management;agricultural land management";"";"Land Use, Management & Investment";"142;THA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/08f118e4-08e2-5a14-8c61-6b673bd3d13c";"http://www.fao.org/3/a-x5211e.htm";"http://www.fao.org/documents/contents/908245aa-c6b9-55e3-abe5-e6e50c7b8652_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:e10c5cf9-8a0f-4e8f-af81-a0d9e179b9d4";"Adoption du Règlement intérieur du Partenariat mondial sur les sols. Assemblée plénière du Partenariat mondial sur les sols. Première session";"Meeting Name: Global Soil Partnership Plenary Assembly
Meeting symbol/code: GSPPA: I/2013/1";"Giuseppe Forte (CPAM)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2013-12";"fr";"land management";"";"Land Use, Management & Investment";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/e10c5cf9-8a0f-4e8f-af81-a0d9e179b9d4";"http://www.fao.org/3/a-mg748f.pdf";"http://www.fao.org/documents/contents/bed3b25c-8141-4b2f-850f-cc6be4171eb6_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"6"
"FAODOCREP:6695aa9e-41ae-5885-b91f-a536371472f8";"Mangroves of Asia 1980-2005: Country reports";"The  main  aim  of  this  study  is  to  facilitat e  access  to  comprehensive  and  comparable   information on the current and past extent of  mangroves in the 124 countries and areas where  they are known to exist, highlighting information gaps and providing updated information that  may serve as a tool for mangrove managers  and policy- and decision-makers worldwide. ";"Forestry Economics and Policy Division
alba
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2007-12";"en";"forest conservation;land degradation;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"BGD;CHE;CHN;IDN;AUS;CAN;142;PAK;THA;JPN;MYS;ITA;BRN;KHM;IND;BHR;BRB;ARE";"Reports & Research";"http://www.fao.org/documents/card/en/c/6695aa9e-41ae-5885-b91f-a536371472f8";"http://www.fao.org/3/a-ai444e.pdf";"http://www.fao.org/documents/contents/42d901a4-4cea-5719-8ec8-8e9cd9ec0af3_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"152"
"FAODOCREP:3e633b92-382b-4617-b2a9-c9e66a11caf7";"El Salvador: Marco de programación pais (MPP) para la cooperación de la FAO El Salvador. Periodo 2011-2014";"La visión de la FAO consiste en un mundo libre del hambre y de la malnutrición, en el que la agricultura y la alimentación contribuyan a mejorar de forma sostenible, desde el punto de vista económico, social y ambiental, los niveles de vida de todos sus habitantes, especialmente los más pobres. Bajo esta Visión, este documento tiene como objetivo establecer el primer Marco de Programación de País (MPP, antes conocido como Marco Nacional de Prioridades de Mediano Plazo) para la asistencia técnica de la FAO en El Salvador, en apoyo a las prioridades del Gobierno Nacional. El MPP permite potenciar y focalizar el trabajo de campo y normativo desarrollado por la Organización, buscando sinergias entre sus distintos proyectos, y otras iniciativas de Gobierno, de cooperantes y del resto de Agencias del Sistema de Naciones Unidas, dentro del campo de trabajo de la FAO.  ";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2011-12";"es";"natural resources management;development agencies;rural development";"";"Land Use, Management & Investment";"019;SLV;CHL;GTM;HND";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/3e633b92-382b-4617-b2a9-c9e66a11caf7";"http://www.fao.org/3/a-bc956s.pdf";"http://www.fao.org/documents/contents/a2427cbe-a1ba-4172-ae84-8c422c412a3b_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"52"
"FAODOCREP:3af4a1e5-5930-4982-9147-82e1ca45a082";"Country Investment Brief Burkina Faso - Mapping and assessing the potential for investments in agricultural water management";"The Agricultural Water Solutions Project aims to unlock the potential of smallholder farming by identifying, evaluating and recommending a variety of agricultural water management (AWM) solutions - including technologies as well as the necessary supporting policies, institutions, financing arrangements and associated business models. This is being achieved through a series of interlinked activities in the seven project sites in Africa (Burkina Faso, Ethiopia, Ghana, Tanzania and Zambia) and in India (Madhya Pradesh and West Bengal).  ";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2012-12";"en";"climate change;water management";"";"Land Use, Management & Investment";"TZA;IND;BFA;GHA;002;ZMB;ETH";"Reports & Research";"http://www.fao.org/documents/card/en/c/3af4a1e5-5930-4982-9147-82e1ca45a082";"http://www.fao.org/3/a-bl075e.pdf";"http://www.fao.org/documents/contents/d0dfb834-4238-4c55-b193-c747f332adea_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"12"
"FAODOCREP:85499915-906b-5e4d-b3f0-19fc338d5ef5";"Rural Poverty and Natural Resources: Improving Access and Sustainable Management";"This paper was prepared as a Background Paper for Chapter 2 of the International Fund for Agricultural Development’s 2009 Rural Poverty Report. It begins by providing an overview discussion of the diversity of natural resources in developing countries, and rights of access, tenure and governance relevant to the rural poor, who are disproportionately dependent on natural resources. We then discuss four key challenges to enhancing assess and sustainable management of natural resources: (i) expanding access to natural resources to increase incomes and improve welfare; (ii) increasing security of access to natural resources, in the context of changing institutional and market conditions; (iii) improving sustainable management of natural resources, including improved resource quality; and (iv) enabling the poor to take advantage of evolving markets, including markets for environmental services. In each case, applications to agricultural land, water, forests and fisheries are elaborated. Finally, we examine five case studies that demonstrate successful approaches to sustainable natural resource management: expanding access to land (South Africa), increasing security of access and sustainable management of forests (Bolivia), supporting locally-driven sustainable management of watersheds (India), improving security of access and sustainable management of fisheries (Samoa), and enabling the poor to access the global carbon market (Mexico). We conclude with key lessons learned and their implications for management and policy.";"Lee, David (ESAC)
Agriculture and Economic Development Analysis Division
Economic and Social Development Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2009-12";"en";"natural resources management;land rights;poverty";"";"Land Use, Management & Investment;Access to Land & Tenure Security";"009;EGY;BGD;ZMB;CHL;WSM;PER;142;IDN;002;BOL;CHN;019;SLE;ETH;PAK;MWI;PAN;KEN;ZAF;NIC;VNM;MDG;ITA;KHM;IND;MEX;NLD";"Reports & Research";"http://www.fao.org/documents/card/en/c/85499915-906b-5e4d-b3f0-19fc338d5ef5";"http://www.fao.org/3/a-ak422e.pdf";"http://www.fao.org/documents/contents/ef569cac-0cf6-51ae-9196-1b06ba31195d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:80b00b5e-3a56-53d7-a45c-22b91de99a5d";"Perspectivas mundiales del suministro futuro de madera procedente de plantaciones forestales";"Un análisis del estado actual de las plantaciones forestales y las tendencias actuales de las mismas tanto a nivel global como a escala regional. Se examinan tanto los aspectos económicos, como los políticos relacionados al desarrollo de las plantaciones forestales. Luego se presentan las perspectivas de las plantaciones forestales a través de panoramas alternativos de acuerdo al futuro crecimiento de las áreas con plantaciones.";"Forestry Economics and Policy Division
Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2000-12";"es";"deforestation;environment;natural resources management;forestry;forestry policies;forest land;land improvement";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"FJI;BGD;CHL;ZWE;CHN;IDN;BGR;CUB;MLT;VEN;CRI;URY;NZL;RWA;AUS;MMR;PRT;ARG;IND;SEN";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/80b00b5e-3a56-53d7-a45c-22b91de99a5d";"http://www.fao.org/3/a-x8423s.pdf";"http://www.fao.org/documents/contents/0aa0ce56-4118-5df4-b4fc-177c329658e2_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:0661228b-41f0-4202-80f0-1ec4d0710179";"First Meeting  of the West African Sub Committee on Soil Correlation For Soil Evaluation and Management";"";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1990-12";"en";"land management";"";"Land Use, Management & Investment";"NGA;DEU;PER;BGR;BOL;GRC;ITA;JPN;MEX;TUR;UZB;ROU;PRT;SEN;PRY;TGO;BRA;GHA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/0661228b-41f0-4202-80f0-1ec4d0710179";"http://www.fao.org/3/a-f2972e.pdf";"http://www.fao.org/documents/contents/3e6a0a1d-8476-4507-bdf7-630aa22ad60d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"119"
"FAODOCREP:0ade4aa7-fb29-5a79-87aa-77ba29834b74";"Rapport sur les activitiés de la FAO dans la région, 2000-2001";"
Meeting symbol/code: ARC 02 2";"Regional Office for Africa";"Regional Office for Africa;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Africa;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2002-12";"fr";"natural resources management;rural development;forestry policies";"";"Land Use, Management & Investment";"AGO;BFA;MOZ;MLI;BDI;ZWE;SWZ;GHA;COG;SLE;MWI;NER;RWA;LSO;MDG;BWA;TGO;KEN";"Reports & Research";"http://www.fao.org/documents/card/en/c/0ade4aa7-fb29-5a79-87aa-77ba29834b74";"http://www.fao.org/3/a-y2942f.HTM";"http://www.fao.org/documents/contents/afe44e68-2010-5215-8cb2-d1c2690fbdfe_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
