ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:US201500209094";"Probability maps of landslide reactivation derived from tree-ring records: Pra Bellon landslide, southern French Alps";"";"Probability maps of landslide reactivation are presented for the Pra Bellon landslide located in the southern French Alps based on results obtained with dendrogeomorphic analysis. Spatiotemporal patterns of past landslide activity was derived from tree-ring series of 403 disturbed mountain pine trees growing in the landslide body. In total, 704 growth disturbances were identified in the samples indicating 22 reactivation phases of the landslide body between 1910 and 2011. The mean return period was 4.5years. Given the spatiotemporal completeness of the reconstruction, probabilities of landslide reactivation were computed and illustrated using a Poisson distribution model and for 5, 20, 50, and 100years. Probability of landslide reactivation is highest in the central part of the landslide body and increases from 0.13 for a 5-year period to 0.94 for a 100-year period. Conversely, probabilities of reactivation are lower at its margins. The proposed method differs from conventional approaches based on statistical analyses or physical modeling that have demonstrated to have limitations in the prediction of spatiotemporal reactivation of landslides. Our approach is, in contrast, based on extensive data on past landslides and therefore allowed determination of quantitative probability maps of reactivation derived directly from the frequency of past events. This approach is considered a valuable tool for land managers in charge of protecting and forecasting people and their assets from the negative effects of landslides as well as for those responsible for land use planning and management. It demonstrates the reliability of dendrogeomorphic mapping that should be used systematically in forested shallow landslides.";"Lopez Saez, Jérôme
Corona, Christophe
Stoffel, Markus
Schoeneich, Philippe
Berger, Frédéric";"";"Elsevier";"AGRIS";"2012-12-31";"en";"land use planning";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500209094";"http://dx.doi.org/10.1016/j.geomorph.2011.08.034";"";"";"";"189-202"
"AGRIS:US2016222248";"Agricultural Land Fragmentation and Land Consolidation Rationality";"";"Adopted about one year after the 1989 Revolution, Land Law (Law 18/1991) represented the starting point of land reform in Romania. As a result of this law implementation, at the beginning of the year 2000 the private sector owned 84% of total agricultural land: 82% of arable land, 74% of land under vineyards, 67% of land under orchards and 87% of land under meadows and pastures.  Besides the benefic social and economic effects, the mutations produced represent a distortion source in the rural area, determining the following, among others: a) crisis of ownership relations - a main aspect of this being the confusion concerning the ownership rights. The prolongation of clearing up these rights represents a major obstacle to a good operation of land market, to agricultural land consolidation implicitly; b) managerialcrisis, manifested by the lack of competitive behaviour, which gives an increased importance to the production function, to the detriment of commercial function; this results in the increased share of small-sized subsistence farms (households), lack of strategic orientations, etc; c) land market crisis - occurred in the context of the lack of legal and institutional framework concerning the land market operation (credits in advantageous conditions for buying land through the banking system or by establishing specialised banks, solving up the problems in connection to using land as collateral for obtaining credits, mortgage credit stimulation); d) crisis of agricultural economic efficiency - mainly generated by land property excessive fragmentation, large area (about 55%) owned by old persons or by persons not having their domicile in the rural area, lack of main production factors combination, limited circulation of land capital, lack of an adequate legal and institutional framework, etc.An analysis of the concrete, social and economic situation of land fragmentation and of agricultural land consolidation opportunity was conducted in the commune Balaciu; this commune is located in the plain area, with a population of 3540 inhabitants and a total area of 8462 ha.In order to identify the rural social actors which can favour land consolidation by their structure, behaviour and functionality, the following typology of rural households has been used as methodology: agriculturalhouseholds (consisting of persons working only in agriculture); pluriactive households (consisting of persons involved in both agricultural and non-agricultural activities); non-active households (consisting of non-active persons); non-agricultural households (only persons working in other non-agricultural activities).The survey revealed that the main entities which can become the social actors of rural/agricultural modernisation, of land consolidation implicitly are the pluriactive and non-agricultural households.In order to consolidate the agricultural land, there is an obvious and imperative need to conceive a well articulated and coherent framework of support measures, understood and treated as a complex of economic, social, legal and technical measures, aiming at rural community development.";"Rusu, Marioara";"";"";"AGRIS";"2002-12-31";"en";"";"";"";"ROU";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=US2016222248";"http://purl.umn.edu/6999";"";"";"";""
"AGRIS:US201600197269";"Variation in the local population dynamics of the shortâlived Opuntia macrorhiza (Cactaceae)";"";"Spatiotemporal variation in demographic rates can have profound effects for population persistence, especially for dispersalâlimited species living in fragmented landscapes. Longâterm studies of plants in such habitats help with understanding the impacts of fragmentation on population persistence but such studies are rare. In this work, we reanalyzed demographic data from seven years of the shortâlived cactus Opuntia macrorhiza var. macrorhiza at five plots in Boulder, Colorado. Previous work combining data from all years and all plots predicted a stable population (deterministic logÎ» â 0). This approach assumed that all five plots were part of a single population. Since the plots were located in a suburbanâagricultural interface separated by highways, grazing lands, and other barriers, and O. macrorhiza is likely dispersal limited, we analyzed the dynamics of each plot separately using stochastic matrix models assuming each plot represented a separate population. We found that the stochastic population growth rate logÎ»S varied widely between populations (logÎ»S = 0.1497, 0.0774, â0.0230, â0.2576, â0.4989). The three populations with the highest growth rates were located close together in space, while the two most isolated populations had the lowest growth rates suggesting that dispersal between populations is critical for the population viability of O. macrorhiza. With one exception, both our prospective (stochastic elasticity) and retrospective (stochastic life table response experiments) analysis suggested that means of stasis and growth, especially of smaller plants, were most important for population growth rate. This is surprising because recruitment is typically the most important vital rate in a shortâlived species such as O. macrorhiza. We found that elasticity to the variance was mostly negligible, suggesting that O. macrorhiza populations are buffered against large temporal variation. Finally, singleâyear elasticities to means of transitions to the smallest stage (mostly due to reproduction) and growth differed considerably from their longâterm elasticities. It is important to be aware of this difference when using models to predict the effect of manipulating plant vital rates within the time frame of typical plant demographic studies.";"Haridas, C. V.
Kathleen H. Keeler
Brigitte Tenhumberg";"";"Ecological Society of America";"AGRIS";"2015-12-31";"en";"grazing;grazing lands";"Rangelands, Drylands & Pastoralism";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600197269";"http://dx.doi.org/10.1890/13-1984.1";"";"";"";"800-807"
"AGRIS:US201500125538";"Renewable energy in Kenya: Resource potential and status of exploitation";"";"This paper presents an assessment of renewable energy resource potential and the current status of exploitation in Kenya. As an importer of petroleum fuels, Kenya spends a substantial amount of foreign reserves to import oil. The oil import bill in 2008 consumed 55% of the country's foreign exchange earnings from exports. On the other hand, there is a high dependence on wood biomass energy, leading to an imbalance in its supply and demand. This has exerted considerable pressure on the remaining forest and vegetation stocks, thereby accelerating the processes of land degradation. Moreover, despite the abundance of potential and a strong growth in demand for electricity, the country faces constraints in satisfying electricity demand. At the national level, only 18% of the households have access to grid electricity. The access is much lower in rural areas where only 4% of the households have grid electricity. Kenya has a liberalized energy sector and has made significant progress in the recent past in formulation of renewable energy policies. What is more, Kenya's electricity power mix is among the most sustainable in the world, with 80% of electricity coming from renewable sources. However, a substantial proportion of renewable energy resources are unexploited. Of the potential renewable sources, Kenya has harnessed only about 30% of its hydropower sources, approximately 4% of the potential geothermal resources and much smaller proportions of proven wind and solar power potentials. Furthermore, a large potential exists for the development of biomass based energy such as biogas, biodiesel and power generation form baggasse. The strong growth in energy demand provides excellent opportunities for private investors to invest in renewable energy power generation.";"Kiplagat, J.K.
Wang, R.Z.
Li, T.X.";"";"Elsevier";"AGRIS";"2011-12-31";"en";"land degradation;rural areas";"Land, Climate change & Environment";"Land Use, Management & Investment";"KEN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500125538";"http://dx.doi.org/10.1016/j.rser.2011.03.023";"";"";"";"2960-2973"
"AGRIS:US2012201585";"A Brief Agrarian History of the Cottonwood River Watershed in Southwestern Minnesota";"";"The Cottonwood River Watershed is located in southwestern Minnesota, draining 1,310 square miles of land within the Minnesota River Basin.  The watershed is comprised of parts of Brown, Cottonwood, Lyon, Murray, and Redwood Counties.  This essay gives a brief account of the initial European settlement of the area and the establishment of the current political boundaries.  It then focuses on the major developments in agricultural production during the past 150 years, touching on the changes in landscape and wildlife due to drainage and restructuring of water bodies and the clearing of forest land.";"Petrolia, Daniel R.";"";"";"AGRIS";"2006-12-31";"en";"land economics";"";"";"";"Policy Papers & Briefs";"http://agris.fao.org/agris-search/search.do?recordID=US2012201585";"http://purl.umn.edu/14089";"";"";"";""
"AGRIS:US201301637798";"Agriculture Legal Issues";"";"";"Koenen, Joseph";"";"";"AGRIS";"2009-12-31";"en";"land ownership";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201301637798";"http://agebb.missouri.edu/mac/agopp/arc/agopp105.txt";"";"";"";""
"AGRIS:LV2016026553";"Impact of land administration programs on agricultural productivity and rural development: existing evidence, challenges and new approaches";"";"Investment in land administration projects is often considered key for agricultural productivity and rural development in developing countries. But the evidence on such interventions is remarkably mixed. This paper reviews the literature and discusses a number of challenges related to the analysis of the impacts of land administration programs, focusing on developing countries where the starting position is one of land administration systems based on the Napoleonic code, with existing individual rights that may be imperfect and insecure. We examine a set of conceptual and methodological challenges including :[br/] 1) a conceptual challenge related to the need to unbundle property rights and to establish the plausible causal chain for land administration interventions; [br/]2) the existence of other binding constraints on productivity, implying the need to consider heterogeneities in policy impacts and the complementarity between property rights and other productive interventions; [br/]3) the need to account for spillovers of land interventions on non-targeted households; [br/]4) methodological challenges related to the causal identification of the impacts of such interventions.";"Gignoux, Jérémie
Macours, Karen";"Wren Lewis, Liam";"";"AGRIS";"2015-12-31";"en";"";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=LV2016026553";"http://prodinra.inra.fr/ft/82D628C3-9EB8-48AF-AC28-72AF0CA521C3";"";"";"";""
"AGRIS:RU2016001756";"Assessing the development of agricultural production of EAEU countries in pre-reform and reform periods";"Оценка развития сельхозпроизводства стран ЕАЭС в дореформенный и пореформенный периоды";"
оборот розничной торговли – 312, 694, 278, 185, 161% соответственно, зарплата – в 1,5
промышленная продукция – 94, 210, 129, 73, 123 соответственно
с. х. продукция – 99, 132, 112, 132. 239 соответственно
- 1,2 раза. Предлагается совершенствовать финансовую систему, чтобы укрепить ресурсный потенциал сельского хозяйства, восстановить рациональный межотраслевой обмен в отраслях АПК ЕАЭС.
Изучали возможные резервы повышения эффективности производства в странах Евразийского экономического союза (ЕАЭС). Создание ЕАЭС (РФ, Казахстан, Белоруссия, Армения и Киргизия) направлено на свободу движения товаров, услуг, капитала и рабочей силы, проведение скорректированной или единой политики в экономике. Анализ состояния сельского хозяйства в дореформенный период показал, что положение с. х. предприятий этих стран было устойчивым, финансовые отношения благоприятствовали развитию сельского хозяйства. Отмечается, что к 1990 г. агропромышленный комплекс СССР достиг верхней точки развития. С 1986 по 1990 г. производство продукции АПК увеличилось на 10%, сельского хозяйства - на 5, продуктов питания - на 17%. Соотношение цен на реализуемую сельскохозяйственную продукцию с включением в них всех видов надбавок и цен на приобретаемую промышленную продукцию, тарифы на услуги было близко к 1, что свидетельствует о паритетности обмена промышленной и сельскохозяйственной продукции. Переход от плановой экономики к рыночной сопровождался изменениями в организации и методах управления, использовании денежно-кредитных и валютных инструментов. Объемы производства и доходов населения, инвестиции - эти и другие параметры развития на начальном этапе реформирования снизились, а далее стали восстанавливаться или превзошли исходный уровень. Показатели развития РФ, Белоруссии, Казахстана, Киргизии, Армении в 2014 к 1991 г. (%): валовой внутренний продукт – 124, 201, 215, 198 соответственно
1,4
инвестиции в основной капитал – 83, 214, 104, 208 (в 4,4 раз соответственно)
4,5";"Borkhunov N.A.";"";"";"AGRIS";"2016-12-31";"ru";"land policies";"";"Land Policy & Legislation";"RUS";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=RU2016001756";"http://www.vniiesh.ru/documents/document_20723_Borkhunov.pdf";"";"";"";""
"AGRIS:US201500205421";"Optimizing landfill site selection by using land classification maps";"";"Municipal solid waste disposal is a major environmental concern throughout the world. Proper landfill siting involves many environmental, economic, technical, and sociocultural challenges. In this study, a new quantitative method for landfill siting that reduces the number of evaluation criteria, simplifies siting procedures, and enhances the utility of available land evaluation maps was proposed. The method is demonstrated by selecting a suitable landfill site near the city of Marvdasht in Iran. The approach involves two separate stages. First, necessary criteria for preliminary landfill siting using four constraints and eight factors were obtained from a land classification map initially prepared for irrigation purposes. Thereafter, the criteria were standardized using a rating approach and then weighted to obtain a suitability map for landfill siting, with ratings in a 0–1 domain and divided into five suitability classes. Results were almost identical to those obtained with a more traditional environmental landfill siting approach. Because of far fewer evaluation criteria, the proposed weighting method was much easier to implement while producing a more convincing database for landfill siting. The classification map also considered land productivity. In the second stage, the six best alternative sites were evaluated for final landfill siting using four additional criteria. Sensitivity analyses were furthermore conducted to assess the stability of the obtained ranking. Results indicate that the method provides a precise siting procedure that should convince all pertinent stakeholders.";"Eskandari, M.
Homaee, M.
Mahmoodi, S.
Pazira, E.
Van Genuchten, M. Th.";"";"Springer";"AGRIS";"2015-12-31";"en";"";"";"";"IRN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500205421";"http://dx.doi.org/10.1007/s11356-015-4182-7";"";"";"";"7754-7765"
"AGRIS:US201300935695";"decision tool for allocating the waters of the Jordan River basin between all riparian parties";"";"Shared water resources are strong sources of conflict in the Jordan River basin shared by Israel, Jordan, Palestine, Syria and Lebanon. The control and allocation of water has been explicitly made a part of the ongoing peace negotiations. This article calls for the application of international water law in the resolution of water disputes in the negotiating process. The challenging task for negotiators is to translate water law principles into operating rules and procedures for the equitable apportionment of waters from shared water resources. The negotiators need a decision tool based upon objective criteria or standards to reach equitable entitlements to shared water resources by all parties. This paper introduces a multi-criteria decision tool as a possible approach to the problem of allocating the waters of the Jordan River between all riparian parties. The prime principle of the criteria is equitable allocation factors identified by water law. A general mathematical model was derived in which the proportional entitlements of the Jordan River basin waters were determined to the five riparians. It is hoped that, water negotiators review this approach.";"Mimi, Z.A.
Sawalhi, B.I.";"";"";"AGRIS";"2003-12-31";"en";"water rights";"";"Access to Land & Tenure Security";"SYR;JOR;ISR;LBN;PSE";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300935695";"http://www.kluweronline.com/issn/0920-4741/contents";"";"";"";"447-461"
"AGRIS:US2016216820";"AN ASSESSMENT OF URBAN AGRICULTURAL LAND USE CHANGES USING GEOSPATIAL INFORMATION SYSTEM: A CASE STUDY OF JOS-BUKURU";"";"The urban agricultural land use change of Jos-Bukuru between 1961 and 2002 is assessed. The aim is to generate relevant, accurate and timely data that would enhance the quality of decisions and actions in an attempt to ensure the survival, expansion and the sustainability of urban agricultural land use. A geospatial information system approach was adopted in the mapping and assessment of urban agricultural land use change in the study area Topographic map of Jos-Bukuru urban at the scale of 1:50000, Landsat TM image of 1986 and 2002 with spatial resolution of 30m, among others. Data conversion, digitizing, editing, analysis was carried out using ILWIS 3.2 and Arc-View 3.2 software. The study reveals among others that agricultural land use increased substantially between 1961 and 1986. However, between 1986 and 2002, about 63% of agricultural land was lost. Out of this, about 68% was lost to urban development. The percentage increase in urban in urban expansion was 3.5% from 1961 to 1986 and 3.8% from 1986 to 2002. While the percentage in urban agricultural land use between 1986 and 2002 was 3.9%. Overall, while urban spatial expansion is increasing agricultural land use is decreasing. The study recommends among others that urban agricultural land use should be made a legitimate in urban expansion planning; specific agricultural practices should be zoned to specific locations within the city; and, that urban farming should be incorporated into the poverty alleviation programme of the Federal government";"Omomoh, E.
Adeofun, C.O.";"";"";"AGRIS";"2005-12-31";"en";"";"";"";"";"Reports & Research";"http://agris.fao.org/agris-search/search.do?recordID=US2016216820";"http://purl.umn.edu/54393";"";"";"";""
